-90.0,-77.04536438
-87.5,-76.08627319
-85.0,-72.47943878
-82.5,-71.46352386
-80.0,-74.75065613
-77.5,-71.90227509
-75.0,-70.82021332
-72.5,-71.38023376
-70.0,-71.40937042
-67.5,-70.25210571
-65.0,-69.02035522
-62.5,-68.40888214
-60.0,-66.40718079
-57.5,-63.94561768
-55.0,-61.21826553
-52.5,-60.56441116
-50.0,-61.21435547
-47.5,-58.69445038
-45.0,-58.85222626
-42.5,-58.81571579
-40.0,-58.62659836
-37.5,-57.16163254
-35.0,-57.26329041
-32.5,-56.98989487
-30.0,-56.73487091
-27.5,-56.71870422
-25.0,-56.14030838
-22.5,-56.06437302
-20.0,-55.70228577
-17.5,-55.81767273
-15.0,-53.93426895
-12.5,-54.60723114
-10.0,-54.12854767
-7.5,-55.14593887
-5.0,-56.17926025
-2.5,-52.47959137
0.0,-51.29217148
2.5,-55.60992432
5.0,-56.1243782
7.5,-56.79170227
10.0,-56.48596954
12.5,-57.65868759
15.0,-56.8928833
17.5,-57.2397728
20.0,-57.5190506
22.5,-58.61607361
25.0,-60.20401001
27.5,-60.91493225
30.0,-61.37256241
32.5,-60.93503571
35.0,-60.3412056
37.5,-60.05261612
40.0,-61.43993759
42.5,-65.49017334
45.0,-67.61119843
47.5,-66.28904724
50.0,-67.7412796
52.5,-68.85176849
55.0,-71.01860046
57.5,-70.32996368
60.0,-70.7236557
62.5,-71.05608368
65.0,-70.77386475
67.5,-71.82629395
70.0,-78.03063202
72.5,-74.52377319
75.0,-75.78687286
77.5,-76.7337265
80.0,-79.64627838
82.5,-83.14064789
85.0,-81.55958557
87.5,-84.21826935
90.0,-83.93217468
