freq,120,122.5,125,127.5,130,132.5,135,137.5,140,142.5,145,147.5,150
eirp,-16.77414501,-7.002553181,3.818420092,8.703257042,13.42440865,12.5547576,13.59357496,12.55205702,9.63769789,3.173452558,-3.015418158,-9.279999569,-27.76947226
