Trace
Swept SA
A.14.04,N9030A
1240000000,-95.8416222438861
1260000000,-95.6917160860817
1280000000,-96.0900992290624
1300000000,-95.8887581985504
1320000000,-96.1888181972926
1340000000,-95.7074999595329
1360000000,-96.1018827607444
1380000000,-95.7165498525396
1400000000,-95.969316381145
1420000000,-96.0454634501186
1440000000,-96.1388120455626
1460000000,-96.0660861638511
1480000000,-95.9696743979487
1500000000,-95.9249223373666
1520000000,-95.9652862235372
1540000000,-95.5277289124644
1560000000,-95.840151832956
1580000000,-95.7644627915942
1600000000,-95.6901294602322
1620000000,-95.5594987354413
1640000000,-95.7655169568091
1660000000,-95.5071946594294
1680000000,-95.7393852971095
1700000000,-95.5618108354343
1720000000,-95.7496654309789
1740000000,-95.2056816703443
1760000000,-95.7857045992534
1780000000,-95.3610448700316
1800000000,-95.7131704197479
1820000000,-95.460189698817
1840000000,-95.6588089322324
1860000000,-95.7520710432485
1880000000,-95.5635499590286
1900000000,-95.56602944261
1920000000,-95.4759168937811
1940000000,-95.395956065402
1960000000,-95.305861424328
1980000000,-95.5753633865957
2000000000,-95.2758520073901
2020000000,-95.6124464722832
2040000000,-95.4335477283252
2060000000,-95.6458855698189
2080000000,-95.3631198027127
2100000000,-95.6934718608827
2120000000,-95.370926496922
2140000000,-95.4420036499686
2160000000,-95.6067917599022
2180000000,-95.4793719497696
2200000000,-95.8652107927608
2220000000,-95.3762280108916
2240000000,-95.6573245697068
2260000000,-95.6994628659658
2280000000,-95.4304376516529
2300000000,-95.6319954615375
2320000000,-96.2026797714331
2340000000,-96.5282252111583
2360000000,-96.2296372300603
2380000000,-96.3103467657639
2400000000,-95.6940242763207
2420000000,-95.986560908012
2440000000,-96.2247507749201
2460000000,-95.8305324376155
2480000000,-95.9787767612355
2500000000,-95.7494531371086
2520000000,-95.925990457947
2540000000,-95.7526215918794
2560000000,-95.218532016918
2580000000,-95.6457853050487
2600000000,-95.7512932678213
2620000000,-95.4696742620528
2640000000,-95.4142892885437
2660000000,-95.7308408485945
2680000000,-96.1118368720579
2700000000,-95.9475991789559
2720000000,-96.4503437540562
2740000000,-96.3887975262121
