0,-17.8234,-42.6207,-17.8234,-124.1087
15,-25.1662,-41.5168,-25.1663,-123.5745
30,-70.697,-49.0819,-70.6766,-122.5792
45,-85.3766,-115.5259,-85.389,-122.9851
60,-82.1401,-127.9448,-82.0656,-123.8725
75,-83.6257,-120.4728,-82.1949,-98.0785
90,-73.3114,-95.3991,-82.9567,-76.65
105,-77.4705,-76.032,-83.86,-74.2525
120,-80.2012,-74.6036,-84.7255,-87.8022
135,-85.4969,-89.5743,-85.5758,-123.4092
150,-86.6434,-123.286,-86.3559,-115.9821
165,-87.4457,-115.7204,-87.0914,-114.9506
180,-88.1262,-114.3728,-87.7697,-115.4108
195,-88.7805,-115.3134,-88.4187,-116.1461
210,-89.3977,-116.5397,-89.0306,-116.9169
225,-89.92,-116.4947,-89.5782,-117.6594
240,-90.4228,-117.1617,-90.0995,-118.357
255,-91.0095,-119.0627,-90.6453,-119.0075
270,-91.3797,-118.2599,-91.0734,-119.6137
285,-91.8883,-119.6607,-91.555,-120.1797
300,-92.3213,-120.5262,-91.9887,-120.7096
315,-92.6905,-120.4929,-92.3814,-121.2073
330,-93.1015,-120.9517,-92.7843,-121.6764
345,-93.4718,-121.8422,-93.1591,-122.1197
360,-93.8794,-123.3174,-93.5436,-122.54
375,-94.1383,-121.6117,-93.849,-122.9394
390,-94.4965,-122.527,-94.1953,-123.32
405,-94.8892,-125.0673,-94.5519,-123.6835
420,-95.0741,-122.09,-94.8022,-124.0313
435,-95.4342,-124.1704,-95.1318,-124.3648
450,-95.772,-124.8648,-95.4451,-124.6851
465,-95.9677,-123.8956,-95.6853,-124.9932
480,-96.3137,-124.9956,-95.9931,-125.2901
495,-96.5582,-126.0095,-96.2477,-125.5766
510,-96.7279,-124.0796,-96.4623,-125.8533
525,-97.0661,-125.4086,-96.7543,-126.121
540,-97.2694,-125.9525,-96.9776,-126.3801
555,-97.5117,-126.3625,-97.2162,-126.6313
570,-97.7674,-126.8844,-97.4582,-126.8751
585,-97.9802,-127.4242,-97.6764,-127.1118
600,-98.1505,-126.2183,-97.8711,-127.3418
615,-98.343,-125.9266,-98.0737,-127.5656
630,-98.6813,-130.3463,-98.3442,-127.7835
645,-98.8396,-128.6601,-98.5252,-127.9958
660,-98.9647,-127.1054,-98.6877,-128.2027
675,-99.1544,-127.0853,-98.8791,-128.4045
690,-99.416,-129.2966,-99.1031,-128.6016
705,-99.5247,-127.6515,-99.2512,-128.794
720,-99.8471,-132.397,-99.5002,-128.982
735,-99.8777,-127.9178,-99.6066,-129.1659
750,-100.1306,-129.4192,-99.8185,-129.3457
765,-100.2425,-128.8608,-99.9604,-129.5217
780,-100.5272,-132.9554,-100.1839,-129.694
795,-100.4439,-126.1334,-100.2279,-129.8628
810,-100.8739,-134.365,-100.5188,-130.0282
825,-100.8653,-128.9075,-100.5961,-130.1903
840,-101.1459,-131.6228,-100.8115,-130.3494
855,-101.0883,-127.298,-100.8618,-130.5054
870,-101.4286,-132.6397,-101.1035,-130.6585
885,-101.5501,-131.9656,-101.2379,-130.8088
900,-101.6147,-129.746,-101.3434,-130.9564
915,-101.89,-133.5405,-101.5498,-131.1014
930,-101.8623,-128.0161,-101.6085,-131.2439
945,-102.0671,-130.8339,-101.7781,-131.384
960,-102.2347,-131.469,-101.9285,-131.5217
975,-102.3599,-131.6864,-102.0577,-131.6571
990,-102.418,-130.178,-102.1529,-131.7904
1005,-102.5655,-130.1189,-102.2907,-131.9214
1020,-102.7789,-131.6258,-102.4599,-132.0505
1035,-102.795,-129.4542,-102.5316,-132.1775
1050,-102.9994,-133.0773,-102.6935,-132.3026
1065,-103.0604,-131.5103,-102.7855,-132.4258
1080,-103.3667,-138.4811,-102.9947,-132.5471
1095,-103.2034,-129.1584,-102.9767,-132.6667
1110,-103.5873,-138.1367,-103.2221,-132.7845
1125,-103.3726,-128.6027,-103.1771,-132.9007
1140,-103.734,-134.3593,-103.4105,-133.0152
1155,-103.8418,-134.86,-103.5201,-133.1281
1170,-103.7467,-129.5252,-103.5304,-133.2395
1185,-104.1128,-136.8121,-103.7636,-133.3494
1200,-104.1247,-133.8988,-103.8245,-133.4577
1215,-104.2021,-133.1607,-103.9165,-133.5647
1230,-104.2282,-131.2409,-103.9827,-133.6702
1245,-104.6189,-139.2779,-104.2243,-133.7744
1260,-104.3878,-130.5761,-104.1653,-133.8772
1275,-104.6393,-133.2322,-104.3391,-133.9787
1290,-104.619,-130.472,-104.3809,-134.079
1305,-104.8814,-135.1481,-104.5577,-134.178
1320,-104.9981,-137.0128,-104.6639,-134.2758
1335,-105.0731,-135.4447,-104.7496,-134.3725
1350,-104.832,-128.5263,-104.681,-134.4679
1365,-105.2239,-135.383,-104.9193,-134.5622
1380,-105.3568,-135.2042,-105.0314,-134.6555
1395,-105.3552,-133.2829,-105.0779,-134.7476
1410,-105.5578,-136.2077,-105.2221,-134.8387
1425,-105.4868,-132.5625,-105.2338,-134.9287
1440,-105.6236,-132.9731,-105.3461,-135.0177
1455,-105.7823,-134.0022,-105.4676,-135.1057
1470,-105.9056,-137.2849,-105.5714,-135.1928
1485,-105.8993,-134.8038,-105.6123,-135.2789
1500,-105.9737,-134.8881,-105.6918,-135.364
