0,-17.8234,-42.6225,-17.8234,-133.0885
15,-25.1663,-41.5152,-25.1663,-133.0269
30,-70.6737,-49.0857,-70.6766,-132.8424
45,-85.3641,-110.3222,-85.389,-132.5359
60,-82.0626,-117.9259,-82.0656,-132.1094
75,-82.18,-122.5475,-82.1949,-131.5676
90,-82.9363,-123.8829,-82.9567,-130.9214
105,-83.8509,-125.3381,-83.86,-130.2007
120,-84.6944,-132.8201,-84.7255,-129.4933
135,-85.5515,-127.0894,-85.5758,-129.1068
150,-86.3295,-130.2819,-86.3559,-130.6231
165,-87.1411,-137.6702,-87.0914,-130.8868
180,-89.3107,-124.5195,-87.7697,-99.5964
195,-81.9454,-97.8929,-88.4187,-86.2904
210,-91.2273,-86.0255,-89.0306,-88.7142
225,-89.0542,-89.364,-89.5782,-110.8044
240,-90.1065,-115.4351,-90.0995,-141.4232
255,-90.7526,-133.7042,-90.6453,-129.8776
270,-91.1397,-124.5956,-91.0734,-129.4105
285,-91.6488,-128.3362,-91.555,-130.0328
300,-92.0822,-129.3518,-91.9887,-130.8692
315,-92.4527,-127.1194,-92.3814,-131.7233
330,-92.8621,-129.286,-92.7843,-132.5397
345,-93.2328,-129.4096,-93.1591,-133.3036
360,-93.6385,-134.53,-93.5436,-134.0136
375,-93.8997,-128.6775,-93.849,-134.673
390,-94.257,-130.6656,-94.1953,-135.2863
405,-94.6478,-137.8776,-94.5519,-135.8582
420,-94.8359,-128.6753,-94.8022,-136.393
435,-95.1947,-132.0616,-95.1318,-136.8947
450,-95.5306,-134.4706,-95.4451,-137.3668
465,-95.7296,-129.5504,-95.6853,-137.8123
480,-96.0726,-133.2468,-95.9931,-138.2338
495,-96.3182,-135.6467,-96.2477,-138.6337
510,-96.4905,-129.6095,-96.4623,-139.0139
525,-96.8255,-132.8186,-96.7543,-139.3762
540,-97.0307,-132.9409,-96.9776,-139.7222
555,-97.2725,-135.1422,-97.2162,-140.0533
570,-97.5273,-136.4828,-97.4582,-140.3706
585,-97.7408,-136.6613,-97.6764,-140.6753
600,-97.9123,-134.0236,-97.8711,-140.9683
615,-98.1053,-133.0656,-98.0737,-141.2504
630,-98.4404,-140.5343,-98.3442,-141.5224
645,-98.5996,-139.8959,-98.5252,-141.7851
660,-98.7268,-134.8642,-98.6877,-142.039
675,-98.9165,-134.6509,-98.8791,-142.2847
690,-99.1762,-140.6421,-99.1031,-142.5228
705,-99.2873,-134.5535,-99.2512,-142.7537
720,-99.6057,-155.5265,-99.5002,-142.9777
735,-99.6404,-135.2056,-99.6066,-143.1954
750,-99.8908,-137.6761,-99.8185,-143.4071
765,-100.0048,-136.4976,-99.9604,-143.613
780,-100.2862,-152.0988,-100.1839,-143.8136
795,-100.2094,-131.1672,-100.2279,-144.009
810,-100.6324,-145.0767,-100.5188,-144.1996
825,-100.6284,-135.7801,-100.5961,-144.3856
840,-100.9052,-139.6457,-100.8115,-144.5672
855,-100.8535,-132.7285,-100.8618,-144.7445
870,-101.1887,-147.9821,-101.1035,-144.9179
885,-101.3109,-142.9365,-101.2379,-145.0875
900,-101.3776,-137.4024,-101.3434,-145.2534
915,-101.6496,-138.6362,-101.5498,-145.4158
930,-101.6258,-132.5565,-101.6085,-145.5748
945,-101.8295,-136.6029,-101.7781,-145.7307
960,-101.9957,-139.3122,-101.9285,-145.8834
975,-102.1216,-137.1627,-102.0577,-146.0332
990,-102.1813,-137.266,-102.1529,-146.1801
1005,-102.3281,-136.0847,-102.2907,-146.3243
1020,-102.54,-134.1988,-102.4599,-146.4659
1035,-102.5582,-134.2555,-102.5316,-146.6049
1050,-102.7609,-142.2153,-102.6935,-146.7414
1065,-102.8235,-138.9973,-102.7855,-146.8756
1080,-103.1245,-146.85,-102.9947,-147.0075
1095,-102.9687,-134.1608,-102.9767,-147.1371
1110,-103.3457,-144.2762,-103.2221,-147.2647
1125,-103.1398,-132.9912,-103.1771,-147.3901
1140,-103.4944,-144.3336,-103.4105,-147.5136
1155,-103.6025,-143.8206,-103.5201,-147.6351
1170,-103.5126,-134.4967,-103.5304,-147.7547
1185,-103.8722,-142.6937,-103.7636,-147.8725
1200,-103.8864,-144.6114,-103.8245,-147.9885
1215,-103.9647,-140.6868,-103.9165,-148.1028
1230,-103.9927,-137.3882,-103.9827,-148.2155
1245,-104.3755,-140.2345,-104.2243,-148.3265
1260,-104.1537,-135.5723,-104.1653,-148.4359
1275,-104.4009,-139.1497,-104.3391,-148.5438
1290,-104.3844,-133.7624,-104.3809,-148.6503
1305,-104.6418,-142.7142,-104.5577,-148.7552
1320,-104.7583,-147.5075,-104.6639,-148.8587
1335,-104.8336,-143.4059,-104.7496,-148.9609
1350,-104.6018,-131.7652,-104.681,-149.0617
1365,-104.9855,-146.854,-104.9193,-149.1612
1380,-105.1172,-141.0636,-105.0314,-149.2595
1395,-105.1185,-137.9625,-105.0779,-149.3565
1410,-105.3176,-142.4312,-105.2221,-149.4522
1425,-105.251,-138.3727,-105.2338,-149.5468
1440,-105.387,-136.4976,-105.3461,-149.6403
1455,-105.5431,-137.9009,-105.4676,-149.7325
1470,-105.6659,-143.066,-105.5714,-149.8237
1485,-105.6618,-143.1211,-105.6123,-149.9138
1500,-105.7366,-143.3469,-105.6918,-150.0029
