Scan_Index,Domain,Bit_Name,Bit,Off_Bit,Comment
209,RX,RX_IB_RFAMP_Q_0[3],0,0,
208,RX,RX_IB_RFAMP_Q_0[2],1,0,
207,RX,RX_IB_RFAMP_Q_0[1],0,0,
206,RX,RX_IB_RFAMP_Q_0[0],0,0,
205,RX,RX_VB_MIXER_Q_0[5],0,0,
204,RX,RX_VB_MIXER_Q_0[4],0,0,
203,RX,RX_VB_MIXER_Q_0[3],0,0,
202,RX,RX_VB_MIXER_Q_0[2],1,0,
201,RX,RX_VB_MIXER_Q_0[1],0,0,
200,RX,RX_VB_MIXER_Q_0[0],0,0,
199,RX,RX_VB_FC_Q_0[5],0,0,
198,RX,RX_VB_FC_Q_0[4],0,0,
197,RX,RX_VB_FC_Q_0[3],0,0,
196,RX,RX_VB_FC_Q_0[2],1,0,
195,RX,RX_VB_FC_Q_0[1],0,0,
194,RX,RX_VB_FC_Q_0[0],0,0,
193,RX,RX_VB_GC3_MSB1_0[0],0,0,
192,RX,RX_VB_GC4_Q_0[4],0,0,
191,RX,RX_VB_GC4_Q_0[3],0,0,
190,RX,RX_VB_GC4_Q_0[2],1,0,
189,RX,RX_VB_GC4_Q_0[1],0,0,
188,RX,RX_VB_GC4_Q_0[0],0,0,
187,RX,RX_IB_BBAMP_0[5],0,0,
186,RX,RX_IB_BBAMP_0[4],0,0,
185,RX,RX_IB_BBAMP_0[3],0,0,
184,RX,RX_IB_BBAMP_0[2],1,0,
183,RX,RX_IB_BBAMP_0[1],1,0,
182,RX,RX_IB_BBAMP_0[0],0,0,
181,RX,RX_IB_RFAMP1_0[3],0,0,
180,RX,RX_IB_RFAMP1_0[2],1,0,
179,RX,RX_IB_RFAMP1_0[1],0,0,
178,RX,RX_IB_RFAMP1_0[0],0,0,
177,RX,RX_IB_RFAMP2_0[3],0,0,
176,RX,RX_IB_RFAMP2_0[2],1,0,
175,RX,RX_IB_RFAMP2_0[1],0,0,
174,RX,RX_IB_RFAMP2_0[0],0,0,
173,RX,RX_VB_GC3_MSB0_0[0],0,0,
172,RX,RX_VB_GC4_I_0[0],0,0,
171,RX,RX_VB_GC4_I_0[1],0,0,
170,RX,RX_VB_GC4_I_0[2],1,0,
169,RX,RX_VB_GC4_I_0[3],0,0,
168,RX,RX_VB_GC4_I_0[4],0,0,
167,RX,RX_VB_FC_I_0[0],0,0,
166,RX,RX_VB_FC_I_0[1],0,0,
165,RX,RX_VB_FC_I_0[2],1,0,
164,RX,RX_VB_FC_I_0[3],0,0,
163,RX,RX_VB_FC_I_0[4],0,0,
162,RX,RX_VB_FC_I_0[5],0,0,
161,RX,RX_VB_MIXER_I_0[0],0,0,
160,RX,RX_VB_MIXER_I_0[1],0,0,
159,RX,RX_VB_MIXER_I_0[2],1,0,
158,RX,RX_VB_MIXER_I_0[3],0,0,
157,RX,RX_VB_MIXER_I_0[4],0,0,
156,RX,RX_VB_MIXER_I_0[5],0,0,
155,RX,RX_IB_CS_0[3],0,0,
154,RX,RX_IB_CS_0[2],0,0,
153,RX,RX_IB_CS_0[1],1,0,
152,RX,RX_IB_CS_0[0],0,0,
151,RX,RX_IB_CG_0[3],0,0,
150,RX,RX_IB_CG_0[2],0,0,
149,RX,RX_IB_CG_0[1],1,0,
148,RX,RX_IB_CG_0[0],0,0,
147,TX,TX_IB_CMIN_CTRL_I[5],0,0,
146,TX,TX_IB_CMIN_CTRL_I[4],0,0,
145,TX,TX_IB_CMIN_CTRL_I[3],0,0,
144,TX,TX_IB_CMIN_CTRL_I[2],0,0,
143,TX,TX_IB_CMIN_CTRL_I[1],0,0,
142,TX,TX_IB_CMIN_CTRL_I[0],1,1,
141,TX,TX_IB_AMP2_CTRL_I[5],0,0,
140,TX,TX_IB_AMP2_CTRL_I[4],0,0,
139,TX,TX_IB_AMP2_CTRL_I[3],0,0,
138,TX,TX_IB_AMP2_CTRL_I[2],0,0,
137,TX,TX_IB_AMP2_CTRL_I[1],0,0,
136,TX,TX_IB_AMP2_CTRL_I[0],0,0,
135,TX,TX_IB_VCM_REF_CTRL_I[5],0,0,
134,TX,TX_IB_VCM_REF_CTRL_I[4],0,0,
133,TX,TX_IB_VCM_REF_CTRL_I[3],0,0,
132,TX,TX_IB_VCM_REF_CTRL_I[2],0,0,
131,TX,TX_IB_VCM_REF_CTRL_I[1],0,0,
130,TX,TX_IB_VCM_REF_CTRL_I[0],0,0,
129,TX,TX_IB_PA_S1_CTRL_I[5],0,0,
128,TX,TX_IB_PA_S1_CTRL_I[4],0,0,
127,TX,TX_IB_PA_S1_CTRL_I[3],0,0,
126,TX,TX_IB_PA_S1_CTRL_I[2],0,0,
125,TX,TX_IB_PA_S1_CTRL_I[1],0,0,
124,TX,TX_IB_PA_S1_CTRL_I[0],0,0,
123,TX,TX_IB_PA_S2_CTRL_I[5],0,0,
122,TX,TX_IB_PA_S2_CTRL_I[4],0,0,
121,TX,TX_IB_PA_S2_CTRL_I[3],0,0,
120,TX,TX_IB_PA_S2_CTRL_I[2],0,0,
119,TX,TX_IB_PA_S2_CTRL_I[1],0,0,
118,TX,TX_IB_PA_S2_CTRL_I[0],0,0,
117,TX,TX_IB_PA_S3_CTRL_I[5],0,0,
116,TX,TX_IB_PA_S3_CTRL_I[4],0,0,
115,TX,TX_IB_PA_S3_CTRL_I[3],0,0,
114,TX,TX_IB_PA_S3_CTRL_I[2],0,0,
113,TX,TX_IB_PA_S3_CTRL_I[1],0,0,
112,TX,TX_IB_PA_S3_CTRL_I[0],0,0,
111,TX,TX_IB_CMFB_EN_IE_B[0],1,1,
110,TX,TX_IB_CMFB_EN_IE_B[1],1,1,
109,TX,TX_IDCOC_EN_IE_B[0],1,1,
108,TX,TX_IDCOC_EN_IE_B[1],1,1,
107,TX,TX_IDCOC_EN_IE_B[2],1,1,
106,TX,TX_CMFB_EN_IE[0],0,0,
105,TX,TX_DCOC_SN_IE[0],0,0,
104,TX,TX_DCOC_SP_IE[0],0,0,
103,TX,TX_gain_ctrl0_I[0],1,1,
102,TX,TX_gain_ctrl0_I[1],1,1,
101,TX,TX_gain_ctrl0_I[2],1,1,
100,TX,TX_gain_ctrl0_I[3],1,1,
99,TX,TX_gain_ctrl0_I[4],1,1,
98,TX,TX_gain_ctrl_I[0],1,1,
97,TX,TX_gain_ctrl_I[1],1,1,
96,TX,TX_gain_ctrl_I[2],1,1,
95,TX,TX_gain_ctrl_I[3],1,1,
94,TX,TX_gain_ctrl_I[4],1,1,
93,TX,TX_BVDD_tune_MID_I[0],1,1,
92,TX,TX_freq_ctrl0_I[0],1,1,
91,TX,TX_freq_ctrl0_I[1],1,1,
90,TX,TX_freq_ctrl0_I[2],1,1,
89,TX,TX_freq_ctrl0_I[3],1,1,
88,TX,TX_BVDD_tune_MSB_I[0],0,0,
87,TX,TX_DCOC_CTRL_LSB_I[0],0,0,
86,TX,TX_freq_ctrl_I[0],1,1,
85,TX,TX_freq_ctrl_I[1],1,1,
84,TX,TX_freq_ctrl_I[2],1,1,
83,TX,TX_freq_ctrl_I[3],0,0,
82,TX,TX_BVDD_tune_LSB_I[0],0,0,
81,TX,TX_VMIXER_GATE_SW_I[0],0,0,
80,TX,TX_VMIXER_GATE_SW_I[1],0,0,
79,TX,TX_VMIXER_GATE_SW_I[2],0,0,
78,TX,TX_VMIXER_GATE_SW_I[3],0,0,
77,TX,TX_VMIXER_GATE_SW_I[4],0,0,
76,TX,TX_VMIXER_BIAS_I[0],0,0,
75,TX,TX_VMIXER_BIAS_I[1],0,0,
74,TX,TX_VMIXER_BIAS_I[2],0,0,
73,TX,TX_VMIXER_BIAS_I[3],0,0,
72,TX,TX_VMIXER_BIAS_I[4],0,0,
71,TX,TX_VMIXER_BIAS_Q[4],0,0,
70,TX,TX_VMIXER_BIAS_Q[3],0,0,
69,TX,TX_VMIXER_BIAS_Q[2],0,0,
68,TX,TX_VMIXER_BIAS_Q[1],0,0,
67,TX,TX_VMIXER_BIAS_Q[0],0,0,
66,TX,TX_VMIXER_GATE_SW_Q[4],0,0,
65,TX,TX_VMIXER_GATE_SW_Q[3],0,0,
64,TX,TX_VMIXER_GATE_SW_Q[2],0,0,
63,TX,TX_VMIXER_GATE_SW_Q[1],0,0,
62,TX,TX_VMIXER_GATE_SW_Q[0],0,0,
61,TX,TX_BVDD_tune_LSB_Q[0],0,0,
60,TX,TX_freq_ctrl_Q[3],0,0,
59,TX,TX_freq_ctrl_Q[2],1,1,
58,TX,TX_freq_ctrl_Q[1],1,1,
57,TX,TX_freq_ctrl_Q[0],1,1,
56,TX,TX_DCOC_CTRL_LSB_Q[0],0,0,
55,TX,TX_BVDD_tune_MSB_Q[0],0,0,
54,TX,TX_freq_ctrl0_Q[3],1,1,
53,TX,TX_freq_ctrl0_Q[2],1,1,
52,TX,TX_freq_ctrl0_Q[1],1,1,
51,TX,TX_freq_ctrl0_Q[0],1,1,
50,TX,TX_BVDD_tune_MID_Q[0],1,1,
49,TX,TX_gain_ctrl_Q[4],1,1,
48,TX,TX_gain_ctrl_Q[3],1,1,
47,TX,TX_gain_ctrl_Q[2],1,1,
46,TX,TX_gain_ctrl_Q[1],1,1,
45,TX,TX_gain_ctrl_Q[0],1,1,
44,TX,TX_gain_ctrl0_Q[4],1,1,
43,TX,TX_gain_ctrl0_Q[3],1,1,
42,TX,TX_gain_ctrl0_Q[2],1,1,
41,TX,TX_gain_ctrl0_Q[1],1,1,
40,TX,TX_gain_ctrl0_Q[0],1,1,
39,TX,TX_DCOC_SP_QE[0],0,0,
38,TX,TX_DCOC_SN_QE[0],0,0,
37,TX,TX_CMFB_EN_QE[0],0,0,
36,TX,TX_IDCOC_EN_QE_B[2],1,1,
35,TX,TX_IDCOC_EN_QE_B[1],1,1,
34,TX,TX_IDCOC_EN_QE_B[0],1,1,
33,TX,TX_IB_CMFB_EN_QE_B[1],1,1,
32,TX,TX_IB_CMFB_EN_QE_B[0],1,1,
31,TX,TX_IB_VCM_REF_CTRL_Q[0],0,0,
30,TX,TX_IB_VCM_REF_CTRL_Q[1],0,0,
29,TX,TX_IB_VCM_REF_CTRL_Q[2],0,0,
28,TX,TX_IB_VCM_REF_CTRL_Q[3],0,0,
27,TX,TX_IB_VCM_REF_CTRL_Q[4],0,0,
26,TX,TX_IB_VCM_REF_CTRL_Q[5],0,0,
25,TX,TX_IB_AMP2_CTRL_Q[0],1,1,
24,TX,TX_IB_AMP2_CTRL_Q[1],0,0,
23,TX,TX_IB_AMP2_CTRL_Q[2],0,0,
22,TX,TX_IB_AMP2_CTRL_Q[3],0,0,
21,TX,TX_IB_AMP2_CTRL_Q[4],0,0,
20,TX,TX_IB_AMP2_CTRL_Q[5],0,0,
19,TX,TX_IB_CMIN_CTRL_Q[0],1,1,
18,TX,TX_IB_CMIN_CTRL_Q[1],0,0,
17,TX,TX_IB_CMIN_CTRL_Q[2],0,0,
16,TX,TX_IB_CMIN_CTRL_Q[3],0,0,
15,TX,TX_IB_CMIN_CTRL_Q[4],0,0,
14,TX,TX_IB_CMIN_CTRL_Q[5],0,0,
13,TX,TX_DCOC_CTRL_I[6],0,0,
12,TX,TX_DCOC_CTRL_I[5],0,0,
11,TX,TX_DCOC_CTRL_I[4],0,0,
10,TX,TX_DCOC_CTRL_I[3],0,0,
9,TX,TX_DCOC_CTRL_I[2],0,0,
8,TX,TX_DCOC_CTRL_I[1],0,0,
7,TX,TX_DCOC_CTRL_I[0],0,0,
6,TX,TX_DCOC_CTRL_Q[6],0,0,
5,TX,TX_DCOC_CTRL_Q[5],0,0,
4,TX,TX_DCOC_CTRL_Q[4],0,0,
3,TX,TX_DCOC_CTRL_Q[3],0,0,
2,TX,TX_DCOC_CTRL_Q[2],0,0,
1,TX,TX_DCOC_CTRL_Q[1],0,0,
0,TX,TX_DCOC_CTRL_Q[0],0,0,
