bitsum (V)_X,bitsum (V)_Y
2.225902584634929e-10,0.0001953125
2.238281712606096e-10,0.0001953125
2.250000000000002e-10,0.0001953125
2.266400951084174e-10,0.0001953125
2.28023560779768e-10,0.0001953125
2.300000000000002e-10,0.0001953125
2.314614630346488e-10,0.0001953125
2.331928284401994e-10,0.0001953125
2.340964142200998e-10,0.0001953125
2.350000000000002e-10,0.0001953125
2.366577947403514e-10,0.0001953125
2.383647822355495e-10,0.0001953125
2.391823911177748e-10,0.0001953125
2.400000000000002e-10,0.0001953125
2.412376777484371e-10,0.0001953125
2.426732909231495e-10,0.0001953125
2.439004094025254e-10,0.0001953125
2.450000000000001e-10,0.0001953125
2.467287652786184e-10,0.0001953125
2.481019767988595e-10,0.0001953125
2.5e-10,0.0001953125
2.513894455554634e-10,0.0001953125
2.531249349820213e-10,0.0001953125
2.540624674910107e-10,0.0001953125
2.550000000000001e-10,0.0001953125
2.568750650179788e-10,0.0001953125
2.58327618815861e-10,0.0001953125
2.591638094079306e-10,0.0001953125
2.600000000000001e-10,0.0001953125
2.614982269652556e-10,0.0001953125
2.629101635355309e-10,0.0001953125
2.639550817677655e-10,0.0001953125
2.650000000000001e-10,0.0001953125
2.666434140393022e-10,0.0001953125
2.682780303122522e-10,0.0001953125
2.7e-10,0.0001953125
2.715463878081806e-10,0.0001953125
2.73464688168229e-10,0.0001953125
2.75e-10,0.0001953125
2.772019266076732e-10,0.0001953125
2.787517897110663e-10,0.0001953125
2.8e-10,0.0001953125
2.813748220707965e-10,0.0001953125
2.830866906936863e-10,0.0001953125
2.840433453468431e-10,0.0001953125
2.85e-10,0.0001953125
2.863359163811198e-10,0.0001953125
2.876233073789981e-10,0.0001953125
2.88811653689499e-10,0.0001953125
2.9e-10,0.0001953125
2.913973324490037e-10,0.0001953125
2.930118162956038e-10,0.0001953125
2.940059081478019e-10,0.0001953125
2.95e-10,0.0001953125
2.963642243904408e-10,0.0001953125
2.977941333074188e-10,0.0001953125
2.98977548705571e-10,0.0001953125
2.999999999999999e-10,0.0001953125
3.00708571802108e-10,0.0001953125
3.017202436235307e-10,0.0001953125
3.028361348414582e-10,0.0001953125
3.039180674207291e-10,0.0001953125
3.049999999999999e-10,0.0001953125
3.064447981947716e-10,0.0001953125
3.08358425610402e-10,0.0001953125
3.09179212805201e-10,0.0001953125
3.099999999999999e-10,0.0001953125
3.116415743895978e-10,0.0001953125
3.133534148128443e-10,0.0001953125
3.149999999999999e-10,0.0001953125
3.168965282027859e-10,0.0001953125
3.182919906960922e-10,0.0001953125
3.19145995348046e-10,0.0001953125
3.199999999999999e-10,0.0001953125
3.212503138014979e-10,0.0001953125
3.223755891109241e-10,0.0001953125
3.23687794555462e-10,0.0001953125
3.249999999999999e-10,0.0001953125
3.263771859827868e-10,0.0001953125
3.281746904994635e-10,0.0001953125
3.290873452497317e-10,0.0001953125
3.299999999999998e-10,0.0001953125
3.315867732164169e-10,0.0001953125
3.331902741390782e-10,0.0001953125
3.340951370695391e-10,0.0001953125
3.349999999999998e-10,0.0001953125
3.363887974526011e-10,0.0001953125
3.374704005588992e-10,0.0001953125
3.387039142640334e-10,0.0001953125
3.399999999999998e-10,0.0001953125
3.411966617822677e-10,0.0001953125
3.42535893180469e-10,0.0001953125
3.437679465902344e-10,0.0001953125
3.449999999999998e-10,0.0001953125
3.462260289033597e-10,0.0001953125
3.475262904314856e-10,0.0001953125
3.488631926674358e-10,0.0001953125
3.499999999999998e-10,0.0001953125
3.515198336068128e-10,0.0001953125
3.53238752652778e-10,0.0001953125
3.541193763263889e-10,0.0001953125
3.549999999999998e-10,0.0001953125
3.562206939842598e-10,0.0001953125
3.572985336010582e-10,0.0001953125
3.587573630114927e-10,0.0001953125
3.599999999999997e-10,0.0001953125
3.612897695760394e-10,0.0001953125
3.629271258912754e-10,0.0001953125
3.639635629456376e-10,0.0001953125
3.649999999999997e-10,0.0001953125
3.66597383716253e-10,0.0001953125
3.678960265496797e-10,0.0001953125
3.689480132748397e-10,0.0001953125
3.699999999999997e-10,0.0001953125
3.717202953362687e-10,0.0001953125
3.732437282579533e-10,0.0001953125
3.749999999999997e-10,0.0001953125
3.764309246477762e-10,0.0001953125
3.777037550321494e-10,0.0001953125
3.788518775160745e-10,0.0001953125
3.799999999999997e-10,0.0001953125
3.812673240955667e-10,0.0001953125
3.829899342097651e-10,0.0001953125
3.839949671048824e-10,0.0001953125
3.849999999999997e-10,0.0001953125
3.864655926799707e-10,0.0001953125
3.877467933620798e-10,0.0001953125
3.888733966810397e-10,0.0001953125
3.899999999999996e-10,0.0001953125
3.917253390778938e-10,0.0001953125
3.932343158619675e-10,0.0001953125
3.949999999999996e-10,0.0001953125
3.963669209951828e-10,0.0001953125
3.976518525323877e-10,0.0001953125
3.988259262661936e-10,0.0001953125
3.999999999999996e-10,0.0001953125
4.013366697591e-10,0.0001953125
4.029421770613025e-10,0.0001953125
4.039710885306511e-10,0.0001953125
4.049999999999996e-10,0.0001953125
4.062656281791002e-10,0.0001953125
4.075649344828083e-10,0.0001953125
4.087824672414039e-10,0.0001953125
4.099999999999996e-10,0.0001953125
4.118127788350503e-10,0.0001953125
4.132562229081134e-10,0.0001953125
4.141281114540565e-10,0.0001953125
4.149999999999995e-10,0.0001953125
4.160689306195238e-10,0.0001953125
4.174940101708339e-10,0.0001953125
4.187409573370336e-10,0.0001953125
4.199999999999995e-10,0.0001953125
4.216557301001522e-10,0.0001953125
4.230084736064058e-10,0.0001953125
4.240042368032027e-10,0.0001953125
4.249999999999995e-10,0.0001953125
4.262207595176839e-10,0.0001953125
4.282090171991848e-10,0.0001953125
4.291045085995921e-10,0.0001953125
4.299999999999995e-10,0.0001953125
4.314878653461575e-10,0.0001953125
4.329657195284625e-10,0.0001953125
4.33982859764231e-10,0.0001953125
4.349999999999995e-10,0.0001953125
4.362381351861801e-10,0.0001953125
4.376980798860409e-10,0.0001953125
4.3893334610829e-10,0.0001953125
4.399999999999995e-10,0.0001953125
4.416310872553155e-10,0.0001953125
4.430396927453446e-10,0.0001953125
4.449999999999994e-10,0.0001953125
4.464315307985983e-10,0.0001953125
4.484523866066244e-10,0.0001953125
4.499999999999994e-10,0.0001953125
4.519999215336663e-10,0.0001953125
4.534999607668329e-10,0.0001953125
4.542499803834162e-10,0.0001953125
4.549999999999994e-10,0.0001953125
4.562451093577126e-10,0.0001953125
4.575137050569583e-10,0.0001953125
4.586844384152974e-10,0.0001953125
4.599999999999994e-10,0.0001953125
4.615223529396568e-10,0.0001953125
4.628547654024737e-10,0.0001953125
4.640968867709485e-10,0.0001953125
4.649999999999994e-10,0.0001953125
4.663897707211226e-10,0.0001953125
4.680510292883148e-10,0.0001953125
4.690255146441571e-10,0.0001953125
4.699999999999994e-10,0.0001953125
4.713034577784995e-10,0.0001953125
4.728391402981231e-10,0.0001953125
4.74058820561329e-10,0.0001953125
4.749999999999994e-10,0.0001953125
4.76542570052864e-10,0.0001953125
4.777359008591334e-10,0.0001953125
4.788679504295665e-10,0.0001953125
4.799999999999994e-10,0.0001953125
4.812659104298575e-10,0.0001953125
4.82959293852876e-10,0.0001953125
4.839796469264377e-10,0.0001953125
4.849999999999994e-10,0.0001953125
4.869756577402251e-10,0.0001953125
4.884621687192591e-10,0.0001953125
4.899999999999993e-10,0.0001953125
4.915414187632061e-10,0.0001953125
4.930139221200036e-10,0.0001953125
4.940069610600015e-10,0.0001953125
4.949999999999993e-10,0.0001953125
4.965412085673858e-10,0.0001953125
4.976684286716475e-10,0.0001953125
4.988342143358235e-10,0.0001953125
4.999999999999993e-10,0.0001953125
5.012593369676526e-10,0.0001953125
5.032945313472816e-10,0.0001953125
5.041472656736405e-10,0.0001953125
5.049999999999993e-10,0.0001953125
5.066260953961256e-10,0.0001953125
5.084179935157147e-10,0.0001953125
5.099999999999993e-10,0.0001953125
5.119715043182321e-10,0.0001953125
5.133874294306412e-10,0.0001953125
5.141937147153202e-10,0.0001953125
5.149999999999993e-10,0.0001953125
5.166018772895529e-10,0.0001953125
5.177820253799654e-10,0.0001953125
5.188910126899823e-10,0.0001953125
5.199999999999992e-10,0.0001953125
5.213115493399495e-10,0.0001953125
5.231620246803914e-10,0.0001953125
5.240810123401953e-10,0.0001953125
5.249999999999992e-10,0.0001953125
5.250125000208334e-10,0.0001953125
5.250375000625017e-10,0.0002153320646172068
5.250875001458383e-10,0.0002553711938515947
5.251875003125115e-10,0.0003354494523203696
5.253875006458579e-10,0.0004956059692579192
5.256683370642071e-10,0.0007204945073891518
5.260967193002703e-10,0.001063534969861602
5.268763620257748e-10,0.001687858246144512
5.272094551484698e-10,0.001954592973302585
5.274415627579278e-10,0.002140460394938921
5.275954385211716e-10,0.002263681220974019
5.277105159543935e-10,0.002355833071796206
5.277864976718093e-10,0.002416677806445578
5.278579288760274e-10,0.002473878575448319
5.279325796471627e-10,0.002533657513271521
5.280603841793909e-10,0.002636000986344924
5.282238533129387e-10,0.002766904003443769
5.284822188401499e-10,0.002973798273280803
5.288703859474355e-10,0.003284635214661894
5.293418306656377e-10,0.003662159305409695
5.296709153328184e-10,0.003925684136550549
5.299999999999992e-10,0.004189208967691403
5.300125000208334e-10,0.00419921875
5.300375000625017e-10,0.00419921875
5.300875001458383e-10,0.00419921875
5.301875003125115e-10,0.00419921875
5.303875006458579e-10,0.00419921875
5.306585742910458e-10,0.00419921875
5.310881505859854e-10,0.00419921875
5.318727360413575e-10,0.00419921875
5.328386460556419e-10,0.00419921875
5.339193230278205e-10,0.00419921875
5.349999999999992e-10,0.00419921875
5.363211074272005e-10,0.00419921875
5.379887522468343e-10,0.00419921875
5.389943761234167e-10,0.00419921875
5.399999999999992e-10,0.00419921875
5.420112477531641e-10,0.00419921875
5.435123050709902e-10,0.00419921875
5.449999999999992e-10,0.00419921875
5.468057395222221e-10,0.00419921875
5.486059578617648e-10,0.00419921875
5.499999999999991e-10,0.00419921875
5.508802262085474e-10,0.00419921875
5.520770618846796e-10,0.00419921875
5.533093437858178e-10,0.00419921875
5.541546718929084e-10,0.00419921875
5.549999999999991e-10,0.00419921875
5.563599770457252e-10,0.00419921875
5.579061243669655e-10,0.00419921875
5.589530621834823e-10,0.00419921875
5.599999999999991e-10,0.00419921875
5.620938756330327e-10,0.00419921875
5.635980465050792e-10,0.00419921875
5.649999999999991e-10,0.00419921875
5.667350613460569e-10,0.00419921875
5.686009368223963e-10,0.00419921875
5.699999999999991e-10,0.00419921875
5.71526457993366e-10,0.00419921875
5.72852823873683e-10,0.00419921875
5.73926411936841e-10,0.00419921875
5.74999999999999e-10,0.00419921875
5.762423935115748e-10,0.00419921875
5.776999415787466e-10,0.00419921875
5.788499707893729e-10,0.00419921875
5.79999999999999e-10,0.00419921875
5.812121662895733e-10,0.00419921875
5.825148341174415e-10,0.00419921875
5.83882955329758e-10,0.00419921875
5.84999999999999e-10,0.00419921875
5.866107475216639e-10,0.00419921875
5.885926586322349e-10,0.00419921875
5.89999999999999e-10,0.00419921875
5.914550533488844e-10,0.00419921875
5.926904031031307e-10,0.00419921875
5.938452015515649e-10,0.00419921875
5.94999999999999e-10,0.00419921875
5.961783634618342e-10,0.00419921875
5.979238457709697e-10,0.00419921875
5.989619228854844e-10,0.00419921875
5.99999999999999e-10,0.00419921875
6.015207020069458e-10,0.00419921875
6.027080082061017e-10,0.00419921875
6.038540041030503e-10,0.00419921875
6.049999999999989e-10,0.00419921875
6.066301232230588e-10,0.00419921875
6.081732139974434e-10,0.00419921875
6.090866069987212e-10,0.00419921875
6.099999999999989e-10,0.00419921875
6.11078687920666e-10,0.00419921875
6.123460728791671e-10,0.00419921875
6.138971644691339e-10,0.00419921875
6.149999999999989e-10,0.00419921875
6.165399581176333e-10,0.00419921875
6.179938541584258e-10,0.00419921875
6.189969270792123e-10,0.00419921875
6.199999999999989e-10,0.00419921875
6.211942580486283e-10,0.00419921875
6.226449828953218e-10,0.00419921875
6.238224914476603e-10,0.00419921875
6.249999999999989e-10,0.00419921875
6.26788496021529e-10,0.00419921875
6.282005913279699e-10,0.00419921875
6.291002956639844e-10,0.00419921875
6.299999999999989e-10,0.00419921875
6.311029892572218e-10,0.00419921875
6.32517210654954e-10,0.00419921875
6.337160158308564e-10,0.00419921875
6.349999999999988e-10,0.00419921875
6.366608305828085e-10,0.00419921875
6.380171250671665e-10,0.00419921875
6.399999999999988e-10,0.00419921875
6.414278949709501e-10,0.00419921875
6.431142007283988e-10,0.00419921875
6.440571003641988e-10,0.00419921875
6.449999999999988e-10,0.00419921875
6.466331551522593e-10,0.00419921875
6.482472897420374e-10,0.00419921875
6.491236448710181e-10,0.00419921875
6.499999999999988e-10,0.00419921875
6.512148961529457e-10,0.00419921875
6.526885866223901e-10,0.00419921875
6.539072849124523e-10,0.00419921875
6.549999999999988e-10,0.00419921875
6.566555305465233e-10,0.00419921875
6.580132344216858e-10,0.00419921875
6.599999999999988e-10,0.00419921875
6.613992186605364e-10,0.00419921875
6.632262418198513e-10,0.00419921875
6.641131209099251e-10,0.00419921875
6.649999999999987e-10,0.00419921875
6.665696304658897e-10,0.00419921875
6.681075294231516e-10,0.00419921875
6.690537647115751e-10,0.00419921875
6.699999999999987e-10,0.00419921875
6.713838870280985e-10,0.00419921875
6.727167899803954e-10,0.00419921875
6.739814220583469e-10,0.00419921875
6.749999999999987e-10,0.00419921875
6.764372590882655e-10,0.00419921875
6.778383164565337e-10,0.00419921875
6.789191582282661e-10,0.00419921875
6.799999999999987e-10,0.00419921875
6.81524723466996e-10,0.00419921875
6.831265810323545e-10,0.00419921875
6.840632905161766e-10,0.00419921875
6.849999999999987e-10,0.00419921875
6.863312933118232e-10,0.00419921875
6.878277078755954e-10,0.00419921875
6.890147889140721e-10,0.00419921875
6.899999999999987e-10,0.00419921875
6.915573121699497e-10,0.00419921875
6.92755069346532e-10,0.00419921875
6.938775346732653e-10,0.00419921875
6.949999999999986e-10,0.00419921875
6.963167324855319e-10,0.00419921875
6.981583662427653e-10,0.00419921875
6.99079183121382e-10,0.00419921875
6.999999999999986e-10,0.00419921875
7.018349468143403e-10,0.00419921875
7.033746041563105e-10,0.00419921875
7.049999999999986e-10,0.00419921875
7.066098785702305e-10,0.00419921875
7.080987970418183e-10,0.00419921875
7.090493985209084e-10,0.00419921875
7.099999999999986e-10,0.00419921875
7.115297993158242e-10,0.00419921875
7.126590112514678e-10,0.00419921875
7.138295056257332e-10,0.00419921875
7.149999999999986e-10,0.00419921875
7.162759622692983e-10,0.00419921875
7.17538615610057e-10,0.00419921875
7.187975778128753e-10,0.00419921875
7.199999999999985e-10,0.00419921875
7.219574133494131e-10,0.00419921875
7.235674127994457e-10,0.00419921875
7.249999999999985e-10,0.00419921875
7.265732609472323e-10,0.00419921875
7.27937803158959e-10,0.00419921875
7.291085712059587e-10,0.00419921875
7.299999999999985e-10,0.00419921875
7.312628329244938e-10,0.00419921875
7.32384632144419e-10,0.00419921875
7.336923160722087e-10,0.00419921875
7.343461580361036e-10,0.00419921875
7.349999999999985e-10,0.00419921875
7.363076839277884e-10,0.00419921875
7.374205659861321e-10,0.00419921875
7.386945094061478e-10,0.00419921875
7.399999999999985e-10,0.00419921875
7.414602786920875e-10,0.00419921875
7.432225837059704e-10,0.00419921875
7.441112918529844e-10,0.00419921875
7.449999999999985e-10,0.00419921875
7.463919518253635e-10,0.00419921875
7.474342456758106e-10,0.00419921875
7.487558667704433e-10,0.00419921875
7.499999999999984e-10,0.00419921875
7.507604678912434e-10,0.00419921875
7.520631753965888e-10,0.00419921875
7.533032559500586e-10,0.00419921875
7.541516279750285e-10,0.00419921875
7.549999999999984e-10,0.00419921875
7.564777792795435e-10,0.00419921875
7.577820121767943e-10,0.00419921875
7.588910060883964e-10,0.00419921875
7.599999999999984e-10,0.00419921875
7.617626823968869e-10,0.00419921875
7.6336533463713e-10,0.00419921875
7.649999999999984e-10,0.00419921875
7.665793868430365e-10,0.00419921875
7.678495206889989e-10,0.00419921875
7.689247603444986e-10,0.00419921875
7.699999999999984e-10,0.00419921875
7.712732922568249e-10,0.00419921875
7.729230736656568e-10,0.00419921875
7.739615368328275e-10,0.00419921875
7.749999999999984e-10,0.00419921875
7.769566091870197e-10,0.00419921875
7.78346978768026e-10,0.00419921875
7.799999999999983e-10,0.00419921875
7.817213918624646e-10,0.00419921875
7.836759556618268e-10,0.00419921875
7.849999999999983e-10,0.00419921875
7.865148260382211e-10,0.00419921875
7.877538905853014e-10,0.00419921875
7.888769452926499e-10,0.00419921875
7.899999999999983e-10,0.00419921875
7.912000778955081e-10,0.00419921875
7.928940586494119e-10,0.00419921875
7.939470293247051e-10,0.00419921875
7.949999999999983e-10,0.00419921875
7.96759130227718e-10,0.00419921875
7.980090646170701e-10,0.00419921875
7.990045323085342e-10,0.00419921875
7.999999999999983e-10,0.00419921875
8.006900723660854e-10,0.00419921875
8.020453443316911e-10,0.00419921875
8.032524064719773e-10,0.00419921875
8.041262032359878e-10,0.00419921875
8.049999999999983e-10,0.00419921875
8.060808528355117e-10,0.00419921875
8.073149044300224e-10,0.00419921875
8.086574522150104e-10,0.00419921875
8.093287261075043e-10,0.00419921875
8.099999999999982e-10,0.00419921875
8.113425477849861e-10,0.00419921875
8.125512002206167e-10,0.00419921875
8.140078260700889e-10,0.00419921875
8.149999999999982e-10,0.00419921875
8.163698431722465e-10,0.00419921875
8.178502291124863e-10,0.00419921875
8.189251145562422e-10,0.00419921875
8.199999999999982e-10,0.00419921875
8.216956272390831e-10,0.00419921875
8.231428288443041e-10,0.00419921875
8.240714144221511e-10,0.00419921875
8.249999999999982e-10,0.00419921875
8.261423728656271e-10,0.00419921875
8.275728754154073e-10,0.00419921875
8.288971590519341e-10,0.00419921875
8.299999999999982e-10,0.00419921875
8.31653006931542e-10,0.00419921875
8.331096349207487e-10,0.00419921875
8.349999999999982e-10,0.00419921875
8.3659644873119e-10,0.00419921875
8.383219436225623e-10,0.00419921875
8.399999999999981e-10,0.00419921875
8.418072654110836e-10,0.00419921875
8.437013214132027e-10,0.00419921875
8.449999999999981e-10,0.00419921875
8.463435769183014e-10,0.00419921875
8.47752347260354e-10,0.00419921875
8.488761736301761e-10,0.00419921875
8.499999999999981e-10,0.00419921875
8.517072875280835e-10,0.00419921875
8.529922484826145e-10,0.00419921875
8.539961242413063e-10,0.00419921875
8.549999999999981e-10,0.00419921875
8.561630029487399e-10,0.00419921875
8.578548233004353e-10,0.00419921875
8.589274116502167e-10,0.00419921875
8.599999999999981e-10,0.00419921875
8.61726846276512e-10,0.00419921875
8.632423837758333e-10,0.00419921875
8.641211918879157e-10,0.00419921875
8.64999999999998e-10,0.00419921875
8.661933748522963e-10,0.00419921875
8.676147629338755e-10,0.00419921875
8.687712285463584e-10,0.00419921875
8.69999999999998e-10,0.00419921875
8.715456006310992e-10,0.00419921875
8.728569870668653e-10,0.00419921875
8.741010700197704e-10,0.00419921875
8.74999999999998e-10,0.00419921875
8.76387020500892e-10,0.00419921875
8.780489583307412e-10,0.00419921875
8.790244791653696e-10,0.00419921875
8.79999999999998e-10,0.00419921875
8.812816358320853e-10,0.00419921875
8.82871869784682e-10,0.00419921875
8.840844835588629e-10,0.00419921875
8.84999999999998e-10,0.00419921875
8.864856716871052e-10,0.00419921875
8.876790048737378e-10,0.00419921875
8.890175689776811e-10,0.00419921875
8.89999999999998e-10,0.00419921875
8.913340722512168e-10,0.00419921875
8.929645310918221e-10,0.00419921875
8.939822655459099e-10,0.00419921875
8.949999999999979e-10,0.00419921875
8.969527406688168e-10,0.00419921875
8.984774633111708e-10,0.00419921875
8.999999999999979e-10,0.00419921875
9.015711626829812e-10,0.00419921875
9.031163181991912e-10,0.00419921875
9.040581590995946e-10,0.00419921875
9.049999999999979e-10,0.00419921875
9.065232636251162e-10,0.00419921875
9.076595089674866e-10,0.00419921875
9.088297544837422e-10,0.00419921875
9.099999999999979e-10,0.00419921875
9.112799699829018e-10,0.00419921875
9.131399849914499e-10,0.00419921875
9.140699924957239e-10,0.00419921875
9.149999999999979e-10,0.00419921875
9.16840742371366e-10,0.00419921875
9.183293105756938e-10,0.00419921875
9.199999999999979e-10,0.00419921875
9.215470142319449e-10,0.00419921875
9.230046046663472e-10,0.00419921875
9.240023023331725e-10,0.00419921875
9.249999999999978e-10,0.00419921875
9.264231761588823e-10,0.00419921875
9.275477990354131e-10,0.00419921875
9.287738995177054e-10,0.00419921875
9.299999999999978e-10,0.00419921875
9.313168479041033e-10,0.00419921875
9.325449712045532e-10,0.00419921875
9.337957850209022e-10,0.00419921875
9.349999999999979e-10,0.00419921875
9.367171397983732e-10,0.00419921875
9.383660268204447e-10,0.00419921875
9.39999999999998e-10,0.00419921875
9.416597345723662e-10,0.00419921875
9.430632618344476e-10,0.00419921875
9.440316309172229e-10,0.00419921875
9.449999999999981e-10,0.00419921875
9.461813944901193e-10,0.00419921875
9.473342825979732e-10,0.00419921875
9.486671412989857e-10,0.00419921875
9.493335706494919e-10,0.00419921875
9.499999999999982e-10,0.00419921875
9.513328587010106e-10,0.00419921875
