bitsum (V)_X,bitsum (V)_Y
1.178859286247368e-08,0.09218750000000001
1.178929643123709e-08,0.09218750000000001
1.179000000000049e-08,0.09218750000000001
1.17914071375273e-08,0.09218750000000001
1.179245983154798e-08,0.09218750000000001
1.179373467386359e-08,0.09218750000000001
1.179500000000049e-08,0.09218750000000001
1.179633678274908e-08,0.09218750000000001
1.179810727911823e-08,0.09218750000000001
1.179905363955911e-08,0.09218750000000001
1.18e-08,0.09218750000000001
1.180064245446793e-08,0.09218750000000001
1.180148777496959e-08,0.09218750000000001
1.180272591441635e-08,0.09218750000000001
1.180404470877949e-08,0.09218750000000001
1.180500000000049e-08,0.09218750000000001
1.180624932844441e-08,0.09218750000000001
1.180798382565231e-08,0.09218750000000001
1.18089919128264e-08,0.09218750000000001
1.181000000000049e-08,0.09218750000000001
1.181169664287703e-08,0.09218750000000001
1.181300584486134e-08,0.09218750000000001
1.181500000000049e-08,0.09218750000000001
1.181685989964819e-08,0.09218750000000001
1.181870808272613e-08,0.09218750000000001
1.18200000000005e-08,0.09218750000000001
1.182158372662575e-08,0.09218750000000001
1.182269642825818e-08,0.09218750000000001
1.182384821412934e-08,0.09218750000000001
1.18250000000005e-08,0.09218750000000001
1.182611114575124e-08,0.09218750000000001
1.182729430901326e-08,0.09218750000000001
1.182849421035501e-08,0.09218750000000001
1.182924710517776e-08,0.09218750000000001
1.18300000000005e-08,0.09218750000000001
1.183107918020137e-08,0.09218750000000001
1.183223416959837e-08,0.09218750000000001
1.183361708479943e-08,0.09218750000000001
1.183430854239996e-08,0.09218750000000001
1.18350000000005e-08,0.09218750000000001
1.183638291520157e-08,0.09218750000000001
1.183746967099185e-08,0.09218750000000001
1.183873483549617e-08,0.09218750000000001
1.18400000000005e-08,0.09218750000000001
1.184106815658204e-08,0.09218750000000001
1.184230882140977e-08,0.09218750000000001
1.184381718127911e-08,0.09218750000000001
1.18450000000005e-08,0.09218750000000001
1.184671943204562e-08,0.09218750000000001
1.184817390130094e-08,0.09218750000000001
1.184908695065072e-08,0.09218750000000001
1.18500000000005e-08,0.09218750000000001
1.185122089801042e-08,0.09218750000000001
1.18532193127559e-08,0.09218750000000001
1.18541096563782e-08,0.09218750000000001
1.18550000000005e-08,0.09218750000000001
1.18564439237247e-08,0.09218750000000001
1.18577433417397e-08,0.09218750000000001
1.18588716708701e-08,0.09218750000000001
1.18600000000005e-08,0.09218750000000001
1.186113241094349e-08,0.09218750000000001
1.186255768080069e-08,0.09218750000000001
1.186385394991821e-08,0.09218750000000001
1.18650000000005e-08,0.09218750000000001
1.18667777881103e-08,0.09218750000000001
1.186826643791033e-08,0.09218750000000001
1.18700000000005e-08,0.09218750000000001
1.187152969550338e-08,0.09218750000000001
1.187344963807316e-08,0.09218750000000001
1.18750000000005e-08,0.09218750000000001
1.187683137603909e-08,0.09218750000000001
1.187844787224721e-08,0.09218750000000001
1.18800000000005e-08,0.09218750000000001
1.188120527676308e-08,0.09218750000000001
1.188260449374758e-08,0.09218750000000001
1.1883973885438e-08,0.09218750000000001
1.18850000000005e-08,0.09218750000000001
1.188625144038857e-08,0.09218750000000001
1.188748170825332e-08,0.09218750000000001
1.188874085412691e-08,0.09218750000000001
1.189000000000051e-08,0.09218750000000001
1.18912223431522e-08,0.09218750000000001
1.18931852353326e-08,0.09218750000000001
1.189409261766655e-08,0.09218750000000001
1.189500000000051e-08,0.09218750000000001
1.189633486704537e-08,0.09218750000000001
1.189775235808043e-08,0.09218750000000001
1.189887617904047e-08,0.09218750000000001
1.189943808952049e-08,0.09218750000000001
1.190000000000051e-08,0.09218750000000001
1.190112382096055e-08,0.09218750000000001
1.190216151796815e-08,0.09218750000000001
1.190327752769329e-08,0.09218750000000001
1.19041387638469e-08,0.09218750000000001
1.190500000000051e-08,0.09218750000000001
1.190614314872049e-08,0.09218750000000001
1.190770713529422e-08,0.09218750000000001
1.190907271109153e-08,0.09218750000000001
1.191000000000051e-08,0.09218750000000001
1.191185236613917e-08,0.09218750000000001
1.19132748190823e-08,0.09218750000000001
1.191500000000051e-08,0.09218750000000001
1.191638814923103e-08,0.09218750000000001
1.191751854801159e-08,0.09218750000000001
1.191877151590784e-08,0.09218750000000001
1.191938575795417e-08,0.09218750000000001
1.192000000000051e-08,0.09218750000000001
1.192122848409318e-08,0.09218750000000001
1.192224684966485e-08,0.09218750000000001
1.192361178000947e-08,0.09218750000000001
1.192500000000051e-08,0.09218750000000001
1.192631154791058e-08,0.09218750000000001
1.192762442939165e-08,0.09218750000000001
1.19289694113448e-08,0.09218750000000001
1.193000000000051e-08,0.09218750000000001
1.193206117731194e-08,0.09218750000000001
1.193364064532969e-08,0.09218750000000001
1.193500000000051e-08,0.09218750000000001
1.193637373708931e-08,0.09218750000000001
1.193742653554038e-08,0.09218750000000001
1.193851980914565e-08,0.09218750000000001
1.193925990457308e-08,0.09218750000000001
1.194000000000051e-08,0.09218750000000001
1.19410985273797e-08,0.09218750000000001
1.194218475380904e-08,0.09218750000000001
1.194359237690478e-08,0.09218750000000001
1.194429618845265e-08,0.09218750000000001
1.194500000000051e-08,0.09218750000000001
1.194640762309625e-08,0.09218750000000001
1.19475781382009e-08,0.09218750000000001
1.194891182754278e-08,0.09218750000000001
1.195000000000051e-08,0.09218750000000001
1.195148086949062e-08,0.09218750000000001
1.195333555339425e-08,0.09218750000000001
1.195416777669738e-08,0.09218750000000001
1.195500000000051e-08,0.09218750000000001
1.195596898558146e-08,0.09218750000000001
1.195700096532372e-08,0.09218750000000001
1.195806115460674e-08,0.09218750000000001
1.195903057730363e-08,0.09218750000000001
1.196000000000052e-08,0.09218750000000001
1.196119194377523e-08,0.09218750000000001
1.196276677301661e-08,0.09218750000000001
1.196388338650856e-08,0.09218750000000001
1.196500000000052e-08,0.09218750000000001
1.196701266712588e-08,0.09218750000000001
1.196844307250092e-08,0.09218750000000001
1.197000000000052e-08,0.09218750000000001
1.197199233615677e-08,0.09218750000000001
1.197349616807864e-08,0.09218750000000001
1.197500000000052e-08,0.09218750000000001
1.1976187271283e-08,0.09218750000000001
1.197744180268381e-08,0.09218750000000001
1.197858189237592e-08,0.09218750000000001
1.198000000000052e-08,0.09218750000000001
1.198126694487738e-08,0.09218750000000001
1.198266534582713e-08,0.09218750000000001
1.198383267291382e-08,0.09218750000000001
1.198500000000052e-08,0.09218750000000001
1.198639812084891e-08,0.09218750000000001
1.198778563839677e-08,0.09218750000000001
1.198889281919864e-08,0.09218750000000001
1.199000000000052e-08,0.09218750000000001
1.199167079423912e-08,0.09218750000000001
1.199338290363851e-08,0.09218750000000001
1.199419145181952e-08,0.09218750000000001
1.199500000000052e-08,0.09218750000000001
1.199626598433871e-08,0.09218750000000001
1.199731267210207e-08,0.09218750000000001
1.199869533153852e-08,0.09218750000000001
1.2e-08,0.09218750000000001
1.20007599933184e-08,0.09218750000000001
1.200218518263823e-08,0.09218750000000001
1.200345925539795e-08,0.09218750000000001
1.200500000000052e-08,0.09218750000000001
1.200699777938074e-08,0.09218750000000001
1.200851355458565e-08,0.09218750000000001
1.201000000000052e-08,0.09218750000000001
1.201192744139315e-08,0.09218750000000001
1.201374930050128e-08,0.09218750000000001
1.201500000000052e-08,0.09218750000000001
1.20161353507606e-08,0.09218750000000001
1.201728885627347e-08,0.09218750000000001
1.201850730166112e-08,0.09218750000000001
1.202000000000052e-08,0.09218750000000001
1.202116772456006e-08,0.09218750000000001
1.202271003349316e-08,0.09218750000000001
1.2023861266757e-08,0.09218750000000001
1.202500000000052e-08,0.09218750000000001
1.202593958312705e-08,0.09293990055053816
1.202615913024311e-08,0.09311570976456868
1.202659822447522e-08,0.09346732819262972
1.202712312209597e-08,0.09388765636549397
1.202735310066681e-08,0.09407181889292011
1.20275201513598e-08,0.09420558995567256
1.202764827922521e-08,0.09430819234789124
1.202776119710435e-08,0.09439861486829867
1.202784309798887e-08,0.09446419956098234
1.202792701400217e-08,0.09453139793100146
1.20280794948542e-08,0.09465350173829779
1.202828923219373e-08,0.0948214554672136
1.202869069917308e-08,0.09514294269677591
1.202914726285065e-08,0.095508550329202
1.202957363142559e-08,0.09584997828960098
1.203000000000053e-08,0.09619140625
1.203040521768599e-08,0.09619140625
1.203087976200223e-08,0.09619140625
1.203138648970621e-08,0.09619140625
1.203232414152814e-08,0.09619140625
1.203334112768572e-08,0.09619140625
1.203417056384312e-08,0.09619140625
1.203500000000053e-08,0.09619140625
1.203607058372501e-08,0.09619140625
1.203739907188567e-08,0.09619140625
1.203885001179211e-08,0.09619140625
1.204000000000053e-08,0.09619140625
1.204189864949175e-08,0.09619140625
1.204359175591622e-08,0.09619140625
1.204500000000053e-08,0.09619140625
1.20467557472009e-08,0.09619140625
1.204860135241353e-08,0.09619140625
1.205e-08,0.09619140625
1.205071022836298e-08,0.09619140625
1.205208052911654e-08,0.09619140625
1.205355562325778e-08,0.09619140625
1.205500000000053e-08,0.09619140625
1.20562433424208e-08,0.09619140625
1.205751102627058e-08,0.09619140625
1.205875551313555e-08,0.09619140625
1.206000000000053e-08,0.09619140625
1.206144616111215e-08,0.09619140625
1.206312697755405e-08,0.09619140625
1.206406348877729e-08,0.09619140625
1.206500000000053e-08,0.09619140625
1.206629261703639e-08,0.09619140625
1.206777737570274e-08,0.09619140625
1.206888868785164e-08,0.09619140625
1.207000000000053e-08,0.09619140625
1.207172424562616e-08,0.09619140625
1.207316404685967e-08,0.09619140625
1.20740820234301e-08,0.09619140625
1.207500000000053e-08,0.09619140625
1.207607945513049e-08,0.09619140625
1.207753053160284e-08,0.09619140625
1.207878435268124e-08,0.09619140625
1.208000000000053e-08,0.09619140625
1.208179905309707e-08,0.09619140625
1.208318748875049e-08,0.09619140625
1.208500000000053e-08,0.09619140625
1.208647274756762e-08,0.09619140625
1.208810666397411e-08,0.09619140625
1.209000000000053e-08,0.09619140625
1.209181964917443e-08,0.09619140625
1.209352435318452e-08,0.09619140625
1.209500000000053e-08,0.09619140625
1.209620792241e-08,0.09619140625
1.209750439517276e-08,0.09619140625
1.209883660171099e-08,0.09619140625
1.209941830085576e-08,0.09619140625
1.210000000000054e-08,0.09619140625
1.210116339829008e-08,0.09619140625
1.210217738071756e-08,0.09619140625
1.210371261232923e-08,0.09619140625
1.210500000000054e-08,0.09619140625
1.210620686083946e-08,0.09619140625
1.210796860843006e-08,0.09619140625
1.21089843042153e-08,0.09619140625
1.211000000000054e-08,0.09619140625
1.211129351151013e-08,0.09619140625
1.211262182808453e-08,0.09619140625
1.211399803243111e-08,0.09619140625
1.211500000000054e-08,0.09619140625
1.211623172603459e-08,0.09619140625
1.211758881296774e-08,0.09619140625
1.211868026516856e-08,0.09619140625
1.212000000000054e-08,0.09619140625
1.212125178650853e-08,0.09619140625
1.212254652553035e-08,0.09619140625
1.212377326276544e-08,0.09619140625
1.212438663138299e-08,0.09619140625
1.212500000000054e-08,0.09619140625
1.212622673723563e-08,0.09619140625
1.212733502622957e-08,0.09619140625
1.212866751311505e-08,0.09619140625
1.213000000000054e-08,0.09619140625
1.213122476445823e-08,0.09619140625
1.213221036628644e-08,0.09619140625
1.213331236442254e-08,0.09619140625
1.213415618221154e-08,0.09619140625
1.213500000000054e-08,0.09619140625
1.213622203463405e-08,0.09619140625
1.213730090899729e-08,0.09619140625
1.213865045449892e-08,0.09619140625
1.214000000000054e-08,0.09619140625
1.214139091252618e-08,0.09619140625
1.214271644114536e-08,0.09619140625
1.214402303419964e-08,0.09619140625
1.214500000000054e-08,0.09619140625
1.214658239125039e-08,0.09619140625
1.21482830269473e-08,0.09619140625
1.214914151347392e-08,0.09619140625
1.215000000000054e-08,0.09619140625
1.215101335826419e-08,0.09619140625
1.215209636367154e-08,0.09619140625
1.215314047461875e-08,0.09619140625
1.215407023730964e-08,0.09619140625
1.215500000000054e-08,0.09619140625
1.215620125424048e-08,0.09619140625
1.215760049411316e-08,0.09619140625
1.215880024705685e-08,0.09619140625
1.216000000000054e-08,0.09619140625
1.216195264760512e-08,0.09619140625
1.216343665999559e-08,0.09619140625
1.216500000000054e-08,0.09619140625
1.216700989730321e-08,0.09619140625
1.216850494865188e-08,0.09619140625
1.217000000000055e-08,0.09619140625
1.217127928798491e-08,0.09619140625
1.217259982091992e-08,0.09619140625
1.217374049581415e-08,0.09619140625
1.217500000000055e-08,0.09619140625
1.217634174548014e-08,0.09619140625
1.217766488468784e-08,0.09619140625
1.21788324423442e-08,0.09619140625
1.218000000000055e-08,0.09619140625
1.218185178811016e-08,0.09619140625
1.218332627987897e-08,0.09619140625
1.218416313993976e-08,0.09619140625
1.218500000000055e-08,0.09619140625
1.218658836798164e-08,0.09619140625
1.218834079630963e-08,0.09619140625
1.218917039815509e-08,0.09619140625
1.219000000000055e-08,0.09619140625
1.219104540679144e-08,0.09619140625
1.219210262501523e-08,0.09619140625
1.219325552636303e-08,0.09619140625
1.219412776318179e-08,0.09619140625
1.219500000000055e-08,0.09619140625
1.21961698101633e-08,0.09619140625
1.219787543270412e-08,0.09619140625
1.219893771635233e-08,0.09619140625
1.220000000000055e-08,0.09619140625
1.220135740508982e-08,0.09619140625
1.220269333194837e-08,0.09619140625
1.220384666597446e-08,0.09619140625
1.220500000000055e-08,0.09619140625
1.220678011134873e-08,0.09619140625
1.220843759653724e-08,0.09619140625
1.220921879826889e-08,0.09619140625
1.221000000000055e-08,0.09619140625
1.221117451848032e-08,0.09619140625
1.221222124394013e-08,0.09619140625
1.221357172031554e-08,0.09619140625
1.221500000000055e-08,0.09619140625
1.221627875437482e-08,0.09619140625
1.22181035210342e-08,0.09619140625
1.221905176051738e-08,0.09619140625
1.222000000000055e-08,0.09619140625
1.222178628464333e-08,0.09619140625
1.222313048126369e-08,0.09619140625
1.222500000000055e-08,0.09619140625
1.222688866602854e-08,0.09619140625
1.222844433301455e-08,0.09619140625
1.223000000000055e-08,0.09619140625
1.223164424689245e-08,0.09619140625
1.223280888402006e-08,0.09619140625
1.223390444201031e-08,0.09619140625
1.223500000000055e-08,0.09619140625
1.223610275025458e-08,0.09619140625
1.223786670367247e-08,0.09619140625
1.223912905646258e-08,0.09619140625
1.224000000000055e-08,0.09619140625
1.224113442878392e-08,0.09619140625
1.224224870219754e-08,0.09619140625
1.224379112267758e-08,0.09619140625
1.224500000000056e-08,0.09619140625
1.224662819142905e-08,0.09619140625
1.224821021911682e-08,0.09619140625
1.224910510955841e-08,0.09619140625
1.225e-08,0.09619140625
1.225055694335429e-08,0.09619140625
1.225142580535382e-08,0.09619140625
1.225237943370718e-08,0.09619140625
1.22536767409232e-08,0.09619140625
1.225433837046188e-08,0.09619140625
1.225500000000056e-08,0.09619140625
1.225632325907792e-08,0.09619140625
1.225751874804852e-08,0.09619140625
1.225898949791139e-08,0.09619140625
1.226000000000056e-08,0.09619140625
1.226135361448745e-08,0.09619140625
1.226288060267224e-08,0.09619140625
1.22639403013364e-08,0.09619140625
1.226500000000056e-08,0.09619140625
1.226660850904902e-08,0.09619140625
1.22679210193213e-08,0.09619140625
1.226896050966093e-08,0.09619140625
1.227000000000056e-08,0.09619140625
1.227109409951066e-08,0.09619140625
1.227249696431542e-08,0.09619140625
1.227381569907161e-08,0.09619140625
1.227500000000056e-08,0.09619140625
1.227679814248712e-08,0.09619140625
1.227827557879411e-08,0.09619140625
1.228000000000056e-08,0.09619140625
1.228154682169325e-08,0.09619140625
1.228330811603569e-08,0.09619140625
1.228500000000056e-08,0.09619140625
1.228680668121388e-08,0.09619140625
1.22884309770871e-08,0.09619140625
1.229000000000056e-08,0.09619140625
1.22912202667321e-08,0.09619140625
1.229253128496903e-08,0.09619140625
1.22937656424848e-08,0.09619140625
1.229438282124268e-08,0.09619140625
1.229500000000056e-08,0.09619140625
1.229623435751633e-08,0.09619140625
1.2297310759735e-08,0.09619140625
1.229888972889701e-08,0.09619140625
1.23e-08,0.09619140625
1.230126820256018e-08,0.09619140625
1.230298595842897e-08,0.09619140625
1.230399297921477e-08,0.09619140625
1.230500000000056e-08,0.09619140625
1.230656627038163e-08,0.09619140625
1.23084156855886e-08,0.09619140625
1.230920784279458e-08,0.09619140625
1.231000000000056e-08,0.09619140625
1.231118037314574e-08,0.09619140625
1.23127661283005e-08,0.09619140625
1.231397320693819e-08,0.09619140625
1.231500000000057e-08,0.09619140625
1.231675164927852e-08,0.09619140625
1.231811474520361e-08,0.09619140625
1.232000000000057e-08,0.09619140625
1.23213931565941e-08,0.09619140625
1.232324202098447e-08,0.09619140625
1.232500000000057e-08,0.09619140625
1.232688124980374e-08,0.09619140625
1.232872336302246e-08,0.09619140625
1.233000000000057e-08,0.09619140625
1.233121473377833e-08,0.09619140625
1.233276647868112e-08,0.09619140625
1.233389614291438e-08,0.09619140625
1.233500000000057e-08,0.09619140625
1.233614602980479e-08,0.09619140625
1.233726075625438e-08,0.09619140625
1.233863037812748e-08,0.09619140625
1.233931518906402e-08,0.09619140625
1.234000000000057e-08,0.09619140625
1.234135656981963e-08,0.09619140625
1.234253692709691e-08,0.09619140625
1.234389715630119e-08,0.09619140625
1.234500000000057e-08,0.09619140625
1.234625026205838e-08,0.09619140625
1.234733885408833e-08,0.09619140625
1.234851087298942e-08,0.09619140625
1.2349255436495e-08,0.09619140625
1.235000000000057e-08,0.09619140625
1.235133336266653e-08,0.09619140625
1.235231849118944e-08,0.09619140625
1.235361484844954e-08,0.09619140625
1.235500000000057e-08,0.09619140625
1.235620090929015e-08,0.09619140625
1.235739000950121e-08,0.09619140625
1.235862996411426e-08,0.09619140625
1.235931498205741e-08,0.09619140625
1.236000000000057e-08,0.09619140625
1.236119488791435e-08,0.09619140625
1.236251088968609e-08,0.09619140625
1.236375544484333e-08,0.09619140625
1.236437772242195e-08,0.09619140625
1.236500000000057e-08,0.09619140625
1.236624455515781e-08,0.09619140625
1.23672010904764e-08,0.09619140625
1.236828908259345e-08,0.09619140625
1.236914454129701e-08,0.09619140625
1.237000000000057e-08,0.09619140625
1.23711066672981e-08,0.09619140625
1.237247713918082e-08,0.09619140625
1.23737385695907e-08,0.09619140625
1.237500000000057e-08,0.09619140625
1.237698555964146e-08,0.09619140625
1.237838760992603e-08,0.09619140625
1.238000000000057e-08,0.09619140625
1.238197314170473e-08,0.09619140625
1.238348657085266e-08,0.09619140625
1.238424328542662e-08,0.09619140625
1.238500000000058e-08,0.09619140625
1.238599448342022e-08,0.09619140625
1.238698362807836e-08,0.09619140625
1.238808182616565e-08,0.09619140625
1.238904091308311e-08,0.09619140625
1.239000000000058e-08,0.09619140625
1.239117310382729e-08,0.09619140625
1.239294874045347e-08,0.09619140625
1.239397437022702e-08,0.09619140625
1.239500000000058e-08,0.09619140625
1.239634224675187e-08,0.09619140625
1.239765246428647e-08,0.09619140625
1.239882623214352e-08,0.09619140625
1.240000000000058e-08,0.09619140625
1.240177062105946e-08,0.09619140625
1.240332039546375e-08,0.09619140625
1.240416019773216e-08,0.09619140625
1.240500000000058e-08,0.09619140625
1.240617736001817e-08,0.09619140625
1.240724755468228e-08,0.09619140625
1.240855406845753e-08,0.09619140625
1.241000000000058e-08,0.09619140625
1.241135339951169e-08,0.09619140625
1.241328676747202e-08,0.09619140625
1.241500000000058e-08,0.09619140625
1.241708752217144e-08,0.09619140625
1.241854376108601e-08,0.09619140625
1.242000000000058e-08,0.09619140625
1.242191726501145e-08,0.09619140625
1.242374709613048e-08,0.09619140625
1.242500000000058e-08,0.09619140625
1.242617050336716e-08,0.09619140625
1.242737725984995e-08,0.09619140625
1.24286099990643e-08,0.09619140625
1.243000000000058e-08,0.09619140625
1.243121465953146e-08,0.09619140625
1.243268448512882e-08,0.09619140625
1.24338422425647e-08,0.09619140625
1.243500000000058e-08,0.09619140625
1.243625194968154e-08,0.09619140625
1.243752076202153e-08,0.09619140625
1.243876038101106e-08,0.09619140625
1.244000000000058e-08,0.09619140625
1.24416461647707e-08,0.09619140625
1.244336166829841e-08,0.09619140625
1.24441808341495e-08,0.09619140625
1.244500000000058e-08,0.09619140625
1.244609813117866e-08,0.09619140625
1.244715000988537e-08,0.09619140625
1.244856851462777e-08,0.09619140625
1.244928425731418e-08,0.09619140625
1.245000000000058e-08,0.09619140625
1.245135679401996e-08,0.09619140625
1.245262637731756e-08,0.09619140625
1.245395984920835e-08,0.09619140625
1.245500000000059e-08,0.09619140625
1.245634678430946e-08,0.09619140625
1.245767963044741e-08,0.09619140625
1.2458839815224e-08,0.09619140625
1.246000000000059e-08,0.09619140625
1.246176082523773e-08,0.09619140625
1.246306048528165e-08,0.09619140625
1.246403024264112e-08,0.09619140625
1.246500000000059e-08,0.09619140625
1.246603977881704e-08,0.09619140625
1.246736853713288e-08,0.09619140625
1.246880264549582e-08,0.09619140625
1.247000000000059e-08,0.09619140625
1.247173829263309e-08,0.09619140625
1.247322632381949e-08,0.09619140625
1.247500000000059e-08,0.09619140625
1.247660992855765e-08,0.09619140625
1.247819141557086e-08,0.09619140625
1.248000000000059e-08,0.09619140625
1.248182335724973e-08,0.09619140625
1.248347260051795e-08,0.09619140625
1.248500000000059e-08,0.09619140625
1.248626678026224e-08,0.09619140625
1.248747082332585e-08,0.09619140625
1.248873541166322e-08,0.09619140625
1.24893677058319e-08,0.09619140625
1.249000000000059e-08,0.09619140625
1.249126458833796e-08,0.09619140625
1.249232458826432e-08,0.09619140625
1.249367805458404e-08,0.09619140625
1.249500000000059e-08,0.09619140625
1.249620970253066e-08,0.09619140625
1.249769324800545e-08,0.09619140625
1.249884662400273e-08,0.09619140625
1.25e-08,0.09619140625
1.250071167882744e-08,0.09619140625
1.250179576657832e-08,0.09619140625
1.250295597316845e-08,0.09619140625
1.250397798658452e-08,0.09619140625
1.250500000000059e-08,0.09619140625
1.250611293865467e-08,0.09619140625
1.250762808314635e-08,0.09619140625
1.250880665245969e-08,0.09619140625
1.251000000000059e-08,0.09619140625
1.251174247315001e-08,0.09619140625
1.251306673658726e-08,0.09619140625
1.251500000000059e-08,0.09619140625
1.251637310128274e-08,0.09619140625
1.251812234527075e-08,0.09619140625
1.252000000000059e-08,0.09619140625
1.252185017148771e-08,0.09619140625
1.252343133575427e-08,0.09619140625
1.25250000000006e-08,0.09619140625
1.252616375540282e-08,0.09712331975568357
1.252642483853885e-08,0.09733239023570851
1.252694700481091e-08,0.0977505311957584
1.252716753761842e-08,0.09792712973302692
1.252732997161612e-08,0.09805720383274182
1.25274435438462e-08,0.09814815034511659
1.252752964343412e-08,0.09821709728075521
1.252759873586095e-08,0.09827242520067463
1.252764346025018e-08,0.09830823965298463
1.252768841947879e-08,0.09834424216026959
1.252774820310827e-08,0.09839211576981632
1.252782575078139e-08,0.09845421449243075
1.252792257345536e-08,0.09853174827432447
1.252804644895511e-08,0.09863094545186035
1.252821629677482e-08,0.09876695640123309
1.252843366776609e-08,0.09894102301533367
1.252871987774302e-08,0.09917021459842877
1.252911501592023e-08,0.09948663384189201
1.252955750796041e-08,0.09984097317094666
1.25300000000006e-08,0.1001953125
1.253040243686936e-08,0.1001953125
1.253088671007746e-08,0.1001953125
1.253140691468144e-08,0.1001953125
1.253244732388941e-08,0.1001953125
1.253347693664671e-08,0.1001953125
1.253423846832365e-08,0.1001953125
1.25350000000006e-08,0.1001953125
1.253652306335448e-08,0.1001953125
1.253771753433506e-08,0.1001953125
1.253885876716783e-08,0.1001953125
1.25400000000006e-08,0.1001953125
1.254120848260694e-08,0.1001953125
1.254218456211187e-08,0.1001953125
1.254328104142538e-08,0.1001953125
1.254414052071299e-08,0.1001953125
1.25450000000006e-08,0.1001953125
1.25462825886951e-08,0.1001953125
1.254741371322543e-08,0.1001953125
1.254870685661272e-08,0.1001953125
1.255e-08,0.1001953125
1.255147138459344e-08,0.1001953125
1.255297180986498e-08,0.1001953125
1.255398590493279e-08,0.1001953125
1.25550000000006e-08,0.1001953125
1.255688389139302e-08,0.1001953125
1.255844194569681e-08,0.1001953125
1.25600000000006e-08,0.1001953125
1.256187172734909e-08,0.1001953125
1.256356233241496e-08,0.1001953125
1.256428116620778e-08,0.1001953125
1.25650000000006e-08,0.1001953125
1.256643766758624e-08,0.1001953125
1.256764848322001e-08,0.1001953125
1.25688242416103e-08,0.1001953125
1.25700000000006e-08,0.1001953125
1.257148969742336e-08,0.1001953125
1.257340004217925e-08,0.1001953125
1.25750000000006e-08,0.1001953125
1.257663554746047e-08,0.1001953125
1.25785796015516e-08,0.1001953125
1.25800000000006e-08,0.1001953125
1.258193990485705e-08,0.1001953125
1.258352539557765e-08,0.1001953125
1.258426269778912e-08,0.1001953125
1.25850000000006e-08,0.1001953125
1.258647460442356e-08,0.1001953125
1.258751185799931e-08,0.1001953125
1.258883769026784e-08,0.1001953125
1.25900000000006e-08,0.1001953125
1.259122928993607e-08,0.1001953125
1.259291401577104e-08,0.1001953125
1.259395700788582e-08,0.1001953125
1.259500000000061e-08,0.1001953125
1.259695432463644e-08,0.1001953125
1.259836778591792e-08,0.1001953125
1.260000000000061e-08,0.1001953125
1.260149610573335e-08,0.1001953125
1.260295212027159e-08,0.1001953125
1.260407422979953e-08,0.1001953125
1.260500000000061e-08,0.1001953125
1.260630659214035e-08,0.1001953125
1.260732052039502e-08,0.1001953125
1.260866026019781e-08,0.1001953125
1.260933013009921e-08,0.1001953125
1.261000000000061e-08,0.1001953125
1.26113397398034e-08,0.1001953125
1.261239488913783e-08,0.1001953125
1.26135355863902e-08,0.1001953125
1.261500000000061e-08,0.1001953125
1.261629503878641e-08,0.1001953125
1.261783596006396e-08,0.1001953125
1.261891798003229e-08,0.1001953125
1.262000000000061e-08,0.1001953125
1.262095602076626e-08,0.1001953125
1.262196211200048e-08,0.1001953125
1.262297689733801e-08,0.1001953125
1.262398844866931e-08,0.1001953125
1.262500000000061e-08,0.1001953125
1.262606288581709e-08,0.1001953125
1.262725063432445e-08,0.1001953125
1.262845285576327e-08,0.1001953125
1.262922642788194e-08,0.1001953125
1.263000000000061e-08,0.1001953125
1.263111615148518e-08,0.1001953125
1.263224749342775e-08,0.1001953125
1.263362374671418e-08,0.1001953125
1.26343118733574e-08,0.1001953125
1.263500000000061e-08,0.1001953125
1.263637625328704e-08,0.1001953125
1.263743610638676e-08,0.1001953125
1.263877750497648e-08,0.1001953125
1.264000000000061e-08,0.1001953125
1.264110736089647e-08,0.1001953125
1.264226416223206e-08,0.1001953125
1.264366483079927e-08,0.1001953125
1.264433241539994e-08,0.1001953125
1.264500000000061e-08,0.1001953125
1.264633516920196e-08,0.1001953125
1.264764847403763e-08,0.1001953125
1.264882423701912e-08,0.1001953125
1.265000000000061e-08,0.1001953125
1.265142138431909e-08,0.1001953125
1.265350789827563e-08,0.1001953125
1.265500000000061e-08,0.1001953125
1.265700333533801e-08,0.1001953125
1.265847276854377e-08,0.1001953125
1.266000000000061e-08,0.1001953125
1.266128301571909e-08,0.1001953125
1.266253789612095e-08,0.1001953125
1.266399902012418e-08,0.1001953125
1.266500000000062e-08,0.1001953125
1.266652550360943e-08,0.1001953125
1.2668261665659e-08,0.1001953125
1.266913083282981e-08,0.1001953125
1.267000000000062e-08,0.1001953125
1.267136636488418e-08,0.1001953125
1.267290035551669e-08,0.1001953125
1.267395017775865e-08,0.1001953125
1.267500000000062e-08,0.1001953125
1.26767156974572e-08,0.1001953125
1.267815442407548e-08,0.1001953125
1.268000000000062e-08,0.1001953125
1.268131403440637e-08,0.1001953125
1.2682630327127e-08,0.1001953125
1.268381516356381e-08,0.1001953125
1.268500000000062e-08,0.1001953125
1.268638494032772e-08,0.1001953125
1.268811787181333e-08,0.1001953125
1.268905893590697e-08,0.1001953125
1.269000000000062e-08,0.1001953125
1.269131631665166e-08,0.1001953125
1.269273314970386e-08,0.1001953125
1.269386657485224e-08,0.1001953125
1.269500000000062e-08,0.1001953125
1.269675112794358e-08,0.1001953125
1.26982011737844e-08,0.1001953125
1.269910058689251e-08,0.1001953125
