Vmix_out (V)_X,Vmix_out (V)_Y
1.614477029473961e-10,-0.3284375343707501
1.627945128700494e-10,-0.3445742357345572
1.638972564350247e-10,-0.3389476441778447
1.650000000000001e-10,-0.3232478781792282
1.663812016382545e-10,-0.2969905431770757
1.680844540899962e-10,-0.2579504232895822
1.690422270449982e-10,-0.2323030585904958
1.700000000000001e-10,-0.2040657291526479
1.715268149167817e-10,-0.1551246530758655
1.729220336124104e-10,-0.1033870145778153
1.739610168062052e-10,-0.05765338983847548
1.750000000000001e-10,-0.003214504698348303
1.767087179359359e-10,0.1044064444572027
1.783111920518475e-10,0.2101866677731438
1.800000000000001e-10,0.2971089421912826
1.814035137373354e-10,0.3354512373174212
1.82734555576793e-10,0.342862401024467
1.838672777883965e-10,0.332663935861799
1.850000000000001e-10,0.3141593295250683
1.863634593866326e-10,0.2867825419410177
1.881703073061728e-10,0.2443622076116676
1.890851536530864e-10,0.2194791741244902
1.900000000000001e-10,0.1918946336392602
1.913794262038823e-10,0.1460245289529487
1.927010395245976e-10,0.09523478432456986
1.938505197622989e-10,0.04175505947521622
1.950000000000001e-10,-0.02332169234273768
1.967680049307835e-10,-0.1401091445551723
1.983446309648459e-10,-0.2408876368161679
1.99172315482423e-10,-0.282577707992664
2.000000000000001e-10,-0.3126516740878532
2.011013650974702e-10,-0.3371322952512744
2.02480533953137e-10,-0.3435388729405257
2.038750967949294e-10,-0.3278402799966901
2.050000000000001e-10,-0.3060266943548766
2.06683052414223e-10,-0.2686018569213062
2.081321935063585e-10,-0.2328655832333938
2.090660967531793e-10,-0.2060833932675787
2.100000000000001e-10,-0.175975713283436
2.112383800285778e-10,-0.1323793744010779
2.129395280792232e-10,-0.0615524363043236
2.139697640396117e-10,-0.008995899095700699
2.150000000000001e-10,0.05318318542969867
2.167807326275196e-10,0.1713497326829038
2.183449705128955e-10,0.2640189935520233
2.191724852564478e-10,0.29942930240454
2.200000000000001e-10,0.3227690300628694
2.211633179368324e-10,0.3395268245625355
2.225902584634929e-10,0.3367005847181515
2.238281712606096e-10,0.3183985220962754
2.250000000000002e-10,0.294483527371311
2.266400951084174e-10,0.2572690841907778
2.28023560779768e-10,0.2225082731854133
2.300000000000002e-10,0.1619604249692632
2.314614630346488e-10,0.1072357783293802
2.331928284401994e-10,0.02611870955298953
2.340964142200998e-10,-0.0252444763195928
2.350000000000002e-10,-0.08305041762142026
2.366577947403514e-10,-0.1937448217454906
2.383647822355495e-10,-0.2872183673998184
2.391823911177748e-10,-0.3159269790587483
2.400000000000002e-10,-0.3328607620758828
2.412376777484371e-10,-0.3417034092388002
2.426732909231495e-10,-0.3308270377259502
2.439004094025254e-10,-0.3091593034069499
2.450000000000001e-10,-0.2850542681285747
2.467287652786184e-10,-0.2432563586254687
2.481019767988595e-10,-0.206053739052352
2.5e-10,-0.1439319447866917
2.513894455554634e-10,-0.08691829162916082
2.531249349820213e-10,-0.003039964056368069
2.540624674910107e-10,0.05300314132234521
2.550000000000001e-10,0.1148611031782441
2.568750650179788e-10,0.2330459824124501
2.58327618815861e-10,0.3008335242167192
2.591638094079306e-10,0.3239844532678594
2.600000000000001e-10,0.3354453927166051
2.614982269652556e-10,0.3357905321546862
2.629101635355309e-10,0.3176515974389361
2.639550817677655e-10,0.29654836403399
2.650000000000001e-10,0.2728357532931427
2.666434140393022e-10,0.2326763114552656
2.682780303122522e-10,0.1866200037609025
2.7e-10,0.1272672599245609
2.715463878081806e-10,0.06118080487735574
2.73464688168229e-10,-0.0456407020135028
2.75e-10,-0.1482458841714741
2.772019266076732e-10,-0.2768922554941093
2.787517897110663e-10,-0.3294062353143711
2.8e-10,-0.3432343632180649
2.813748220707965e-10,-0.335494309988023
2.830866906936863e-10,-0.3076794761581877
2.840433453468431e-10,-0.28693315834636
2.85e-10,-0.2635829387663363
2.863359163811198e-10,-0.2289364681807292
2.876233073789981e-10,-0.1917171105870241
2.88811653689499e-10,-0.1524197434525562
2.9e-10,-0.1076445291456854
2.913973324490037e-10,-0.04500129900871683
2.930118162956038e-10,0.04671800815392964
2.940059081478019e-10,0.1122110634828963
2.95e-10,0.1780397666114868
2.963642243904408e-10,0.2579982795250614
2.977941333074188e-10,0.3155529769479124
2.98977548705571e-10,0.337197488986502
2.999999999999999e-10,0.3388835451037552
3.00708571802108e-10,0.3325492065889885
3.017202436235307e-10,0.3201775486323351
3.028361348414582e-10,0.3000133312235551
3.039180674207291e-10,0.2763382982342766
3.049999999999999e-10,0.2503227709702444
3.064447981947716e-10,0.2120830016431008
3.08358425610402e-10,0.152524073267556
3.09179212805201e-10,0.1230513979761326
3.099999999999999e-10,0.09008780403671761
3.116415743895978e-10,0.008587710258056935
3.133534148128443e-10,-0.09921111027770542
3.149999999999999e-10,-0.2085775510661986
3.168965282027859e-10,-0.303568002367782
3.182919906960922e-10,-0.3381046336982176
3.19145995348046e-10,-0.3434183161794643
3.199999999999999e-10,-0.3392939681589842
3.212503138014979e-10,-0.3234274833124378
3.223755891109241e-10,-0.3024862147405036
3.23687794555462e-10,-0.2729321337360917
3.249999999999999e-10,-0.239781095029742
3.263771859827868e-10,-0.2007745523622769
3.281746904994635e-10,-0.1419232922050891
3.290873452497317e-10,-0.107501416379115
3.299999999999998e-10,-0.06796490975802821
3.315867732164169e-10,0.01661339068248442
3.331902741390782e-10,0.1202858901662742
3.340951370695391e-10,0.1805288861901779
3.349999999999998e-10,0.2346909474822791
3.363887974526011e-10,0.3002686639211659
3.374704005588992e-10,0.3306561252193625
3.387039142640334e-10,0.3410992800412259
3.399999999999998e-10,0.3322596932438607
3.411966617822677e-10,0.3136124982477932
3.42535893180469e-10,0.287199181067985
3.437679465902344e-10,0.2591368861705314
3.449999999999998e-10,0.2270374863782553
3.462260289033597e-10,0.1910069818585564
3.475262904314856e-10,0.148258768567727
3.488631926674358e-10,0.09749310446461501
3.499999999999998e-10,0.04583042767765921
3.515198336068128e-10,-0.04072956837966665
3.53238752652778e-10,-0.1557365538997908
3.541193763263889e-10,-0.2127453867381328
3.549999999999998e-10,-0.2608719459366306
3.562206939842598e-10,-0.3111622465107553
3.572985336010582e-10,-0.3363065485737883
3.587573630114927e-10,-0.3417177048629927
3.599999999999997e-10,-0.327422706536327
3.612897695760394e-10,-0.3034408537855486
3.629271258912754e-10,-0.2679923101887721
3.639635629456376e-10,-0.2423286236557506
3.649999999999997e-10,-0.2130982589813119
3.66597383716253e-10,-0.1626729001493889
3.678960265496797e-10,-0.1158478413963614
3.689480132748397e-10,-0.07186777680362386
3.699999999999997e-10,-0.01991233856653998
3.717202953362687e-10,0.08477419674130003
3.732437282579533e-10,0.186915788994343
3.749999999999997e-10,0.2840238005980962
3.764309246477762e-10,0.329957610946247
3.777037550321494e-10,0.3427050542079585
3.788518775160745e-10,0.3361715667002636
3.799999999999997e-10,0.3195980163147516
3.812673240955667e-10,0.2956130230156612
3.829899342097651e-10,0.2566549990575939
3.839949671048824e-10,0.2301269028114787
3.849999999999997e-10,0.20073629775296
3.864655926799707e-10,0.15350770885424
3.877467933620798e-10,0.1059144471392959
3.888733966810397e-10,0.05605455486956382
3.899999999999996e-10,-0.00438698748258308
3.917253390778938e-10,-0.1154932090071497
3.932343158619675e-10,-0.2153948089387521
3.949999999999996e-10,-0.3033548144557578
3.963669209951828e-10,-0.3380221936641803
3.976518525323877e-10,-0.3437578125697461
3.988259262661936e-10,-0.3325532224004763
3.999999999999996e-10,-0.3125668406147795
4.013366697591e-10,-0.2846427120405675
4.029421770613025e-10,-0.246008646529207
4.039710885306511e-10,-0.2174227625956122
4.049999999999996e-10,-0.185667854794883
4.062656281791002e-10,-0.1429205572006483
4.075649344828083e-10,-0.09270234075318823
4.087824672414039e-10,-0.03568544268649243
4.099999999999996e-10,0.03406199346276142
4.118127788350503e-10,0.1533486427713529
4.132562229081134e-10,0.2436249121073842
4.141281114540565e-10,0.2858393906767239
4.149999999999995e-10,0.3153519975192162
4.160689306195238e-10,0.3364763785125463
4.174940101708339e-10,0.3400492056601894
4.187409573370336e-10,0.3248226985989779
4.199999999999995e-10,0.3004979648844709
4.216557301001522e-10,0.2639861194184743
4.230084736064058e-10,0.2308794523586727
4.240042368032027e-10,0.2028411705651092
4.249999999999995e-10,0.1712922858327174
4.262207595176839e-10,0.1282659779719473
4.282090171991848e-10,0.04161776423631255
4.291045085995921e-10,-0.006922510671552556
4.299999999999995e-10,-0.06280158095762939
4.314878653461575e-10,-0.1634736676043705
4.329657195284625e-10,-0.2533480537561827
4.33982859764231e-10,-0.2983341826553476
4.349999999999995e-10,-0.3267335359370854
4.362381351861801e-10,-0.3417229107970732
4.376980798860409e-10,-0.3348013159922398
4.3893334610829e-10,-0.313809727029507
4.399999999999995e-10,-0.290773297621383
4.416310872553155e-10,-0.2525793530222324
4.430396927453446e-10,-0.2157799110219537
4.449999999999994e-10,-0.1537384896903733
4.464315307985983e-10,-0.09923264665591247
4.484523866066244e-10,-0.00118043419542431
4.499999999999994e-10,0.09518321005064566
4.519999215336663e-10,0.2244572963787912
4.534999607668329e-10,0.2977298614782257
4.542499803834162e-10,0.3203214302776611
4.549999999999994e-10,0.3333756478257593
4.562451093577126e-10,0.3390920431635146
4.575137050569583e-10,0.3283319873696541
4.586844384152974e-10,0.3082271485940616
4.599999999999994e-10,0.2799965318596079
4.615223529396568e-10,0.2434982574195143
4.628547654024737e-10,0.2078628693529892
4.640968867709485e-10,0.1695365353373323
4.649999999999994e-10,0.1383003136845142
4.663897707211226e-10,0.08278983773967835
4.680510292883148e-10,-0.001678167848649506
4.690255146441571e-10,-0.06163367919819791
4.699999999999994e-10,-0.1265287650998689
4.713034577784995e-10,-0.2116107017938248
4.728391402981231e-10,-0.2909923590256002
4.74058820561329e-10,-0.3280260615049546
4.749999999999994e-10,-0.3397120911449213
4.76542570052864e-10,-0.3351631663487386
4.777359008591334e-10,-0.3177131679374883
4.788679504295665e-10,-0.2949699869356949
4.799999999999994e-10,-0.2692111721145585
4.812659104298575e-10,-0.2378748784518661
4.82959293852876e-10,-0.1896563076760542
4.839796469264377e-10,-0.1561632141060574
4.849999999999994e-10,-0.1190050793553428
4.869756577402251e-10,-0.03124657966575126
4.884621687192591e-10,0.05532819120918236
4.899999999999993e-10,0.1586945031410675
4.915414187632061e-10,0.2523555685767337
4.930139221200036e-10,0.313256089413076
4.940069610600015e-10,0.3342200265493322
4.949999999999993e-10,0.3399185583566142
4.965412085673858e-10,0.3289859570746646
4.976684286716475e-10,0.3101964429447222
4.988342143358235e-10,0.2853003954141186
4.999999999999993e-10,0.2578463250844423
5.012593369676526e-10,0.2254322600035343
5.032945313472816e-10,0.1657842590662602
5.041472656736405e-10,0.1360027078236666
5.049999999999993e-10,0.1026344958217246
5.066260953961256e-10,0.02567545405524706
5.084179935157147e-10,-0.08308845059630307
5.099999999999993e-10,-0.1894082824482545
5.119715043182321e-10,-0.2948085852794472
5.133874294306412e-10,-0.3348005895672491
5.141937147153202e-10,-0.3424169721387385
5.149999999999993e-10,-0.3409907920533738
5.166018772895529e-10,-0.3228362179534115
5.177820253799654e-10,-0.3005056818095128
5.188910126899823e-10,-0.2750866794049577
5.199999999999992e-10,-0.2471597787195145
5.213115493399495e-10,-0.2112428672748986
5.231620246803914e-10,-0.152793431955751
5.240810123401953e-10,-0.1189862647243844
5.249999999999992e-10,-0.08077321493348399
5.250125000208334e-10,-0.08022438655641567
5.250375000625017e-10,-0.07912391197206148
5.250875001458383e-10,-0.07690857820880756
5.251875003125115e-10,-0.07242183539628734
5.253875006458579e-10,-0.06322404404337613
5.256683370642071e-10,-0.04983534468707081
5.260967193002703e-10,-0.02829281712843403
5.268763620257748e-10,0.01511669332589337
5.272094551484698e-10,0.03542047794568549
5.274415627579278e-10,0.05007739981794768
5.275954385211716e-10,0.05995150446757806
5.277105159543935e-10,0.06740956424310526
5.277864976718093e-10,0.07236329708245429
5.278579288760274e-10,0.07703928355104704
5.279325796471627e-10,0.08194396907861236
5.280603841793909e-10,0.09036860720917544
5.282238533129387e-10,0.1011923592223688
5.284822188401499e-10,0.1184129584195231
5.288703859474355e-10,0.1443872028337534
5.293418306656377e-10,0.1754972199725991
5.296709153328184e-10,0.1965109367225353
5.299999999999992e-10,0.2165903989589029
5.300125000208334e-10,0.2173328753080327
5.300375000625017e-10,0.2188106015648933
5.300875001458383e-10,0.2217518120202437
5.301875003125115e-10,0.227544586703591
5.303875006458579e-10,0.2387580310760831
5.306585742910458e-10,0.2531329762917098
5.310881505859854e-10,0.2738256532168062
5.318727360413575e-10,0.3047131055685697
5.328386460556419e-10,0.3296779881155161
5.339193230278205e-10,0.3401179412713978
5.349999999999992e-10,0.3350307209464912
5.363211074272005e-10,0.3166688764760396
5.379887522468343e-10,0.2847052334765344
5.389943761234167e-10,0.2616732244180392
5.399999999999992e-10,0.2357095896768475
5.420112477531641e-10,0.1766927000022475
5.435123050709902e-10,0.124449044642732
5.449999999999992e-10,0.06085827271438404
5.468057395222221e-10,-0.03941287305425058
5.486059578617648e-10,-0.1582661124855655
5.499999999999991e-10,-0.2444072736086316
5.508802262085474e-10,-0.2819875071026982
5.520770618846796e-10,-0.3218344004239219
5.533093437858178e-10,-0.339235320615924
5.541546718929084e-10,-0.3379840692974937
5.549999999999991e-10,-0.3287313433005197
5.563599770457252e-10,-0.3055837628953871
5.579061243669655e-10,-0.2732493323702949
5.589530621834823e-10,-0.2482020533469179
5.599999999999991e-10,-0.2199082740244778
5.620938756330327e-10,-0.1554192596739472
5.635980465050792e-10,-0.100281159867882
5.649999999999991e-10,-0.0366455927998779
5.667350613460569e-10,0.06415403522376616
5.686009368223963e-10,0.1860226817833923
5.699999999999991e-10,0.2652090702264537
5.71526457993366e-10,0.3198954112836365
5.72852823873683e-10,0.3372399897261917
5.73926411936841e-10,0.3331087527361296
5.74999999999999e-10,0.3191439581855892
5.762423935115748e-10,0.2974317270998352
5.776999415787466e-10,0.2667932140807642
5.788499707893729e-10,0.2383201494283677
5.79999999999999e-10,0.206539922323639
5.812121662895733e-10,0.1699871324860569
5.825148341174415e-10,0.1256991402328276
5.83882955329758e-10,0.06967268258677795
5.84999999999999e-10,0.01348136303715307
5.866107475216639e-10,-0.08533882218555977
5.885926586322349e-10,-0.2129367189354456
5.89999999999999e-10,-0.2847225969253817
5.914550533488844e-10,-0.3271103389807326
5.926904031031307e-10,-0.3369319965640434
5.938452015515649e-10,-0.3288266263366648
5.94999999999999e-10,-0.3111147352127768
5.961783634618342e-10,-0.2882697033595579
5.979238457709697e-10,-0.2488726105340577
5.989619228854844e-10,-0.2216095870901164
5.99999999999999e-10,-0.1911886194360344
6.015207020069458e-10,-0.1417689147770625
6.027080082061017e-10,-0.09745560395835166
6.038540041030503e-10,-0.0464199965524358
6.049999999999989e-10,0.01532454948330512
6.066301232230588e-10,0.1189463354475308
6.081732139974434e-10,0.2176771960999878
6.090866069987212e-10,0.2654135344885336
6.099999999999989e-10,0.300350368382585
6.11078687920666e-10,0.3267284059508345
6.123460728791671e-10,0.3361553702062985
6.138971644691339e-10,0.3217599273554764
6.149999999999989e-10,0.3015275833056288
6.165399581176333e-10,0.2692227041794655
6.179938541584258e-10,0.235579659352682
6.189969270792123e-10,0.2088274334510246
6.199999999999989e-10,0.1784041293160069
6.211942580486283e-10,0.1383385029691045
6.226449828953218e-10,0.08213203576970055
6.238224914476603e-10,0.02641376066697721
6.249999999999989e-10,-0.04138563067319875
6.26788496021529e-10,-0.1584583034093609
6.282005913279699e-10,-0.2446483375603321
6.291002956639844e-10,-0.2862251504923153
6.299999999999989e-10,-0.3144624039913884
6.311029892572218e-10,-0.3332409518629308
6.32517210654954e-10,-0.3337825444843835
6.337160158308564e-10,-0.3181503471979772
6.349999999999988e-10,-0.2932115057698571
6.366608305828085e-10,-0.2563345012338349
6.380171250671665e-10,-0.2225013062385231
6.399999999999988e-10,-0.1626593565717229
6.414278949709501e-10,-0.1112074471855386
6.431142007283988e-10,-0.03679835686055898
6.440571003641988e-10,0.01359140409397919
6.449999999999988e-10,0.07148898762489325
6.466331551522593e-10,0.1783957258038685
6.482472897420374e-10,0.2686945253830904
6.491236448710181e-10,0.3020587876736562
6.499999999999988e-10,0.3224833242037071
6.512148961529457e-10,0.3342596937940226
6.526885866223901e-10,0.3258891490421459
6.539072849124523e-10,0.3054673091723044
6.549999999999988e-10,0.2823688485739337
6.566555305465233e-10,0.2441077173694743
6.580132344216858e-10,0.2093820063353148
6.599999999999988e-10,0.1475053087306229
6.613992186605364e-10,0.09460678093069318
6.632262418198513e-10,0.006714708175043868
6.641131209099251e-10,-0.04501699731406474
6.649999999999987e-10,-0.1019345339805285
6.665696304658897e-10,-0.2034063296475638
6.681075294231516e-10,-0.2828610763648616
6.690537647115751e-10,-0.3133069278646455
6.699999999999987e-10,-0.3291974280694317
6.713838870280985e-10,-0.3325896479691721
6.727167899803954e-10,-0.318044161622422
6.739814220583469e-10,-0.294071015373838
6.749999999999987e-10,-0.2714056645126131
6.764372590882655e-10,-0.2369967669361921
6.778383164565337e-10,-0.1996299372342357
6.789191582282661e-10,-0.1663912969876316
6.799999999999987e-10,-0.1290749005718616
6.81524723466996e-10,-0.0676506714823171
6.831265810323545e-10,0.01474956234377746
6.840632905161766e-10,0.07247704012267595
6.849999999999987e-10,0.1339423964873862
6.863312933118232e-10,0.2176452053342106
6.878277078755954e-10,0.2895928284471405
6.890147889140721e-10,0.321756846180119
6.899999999999987e-10,0.3315062024416883
6.915573121699497e-10,0.3249383146246848
6.92755069346532e-10,0.3075555253026483
6.938775346732653e-10,0.2855679689714178
6.949999999999986e-10,0.2607618852707362
6.963167324855319e-10,0.2290233255342559
6.981583662427653e-10,0.1773729372898243
6.99079183121382e-10,0.1474194043693275
6.999999999999986e-10,0.1140464867299611
7.018349468143403e-10,0.03193435816142236
7.033746041563105e-10,-0.05785331519411018
7.049999999999986e-10,-0.1655042568698258
7.066098785702305e-10,-0.259368624195711
7.080987970418183e-10,-0.3154590608934482
7.090493985209084e-10,-0.3321396965444167
7.099999999999986e-10,-0.335401930693692
7.115297993158242e-10,-0.3225587605959773
7.126590112514678e-10,-0.3029739475711121
7.138295056257332e-10,-0.2779426548320737
7.149999999999986e-10,-0.250449501470316
7.162759622692983e-10,-0.2175935779155702
7.17538615610057e-10,-0.1809049644214393
7.187975778128753e-10,-0.1389548747369958
7.199999999999985e-10,-0.09299294358396012
7.219574133494131e-10,0.001755934334074435
7.235674127994457e-10,0.1017544732449908
7.249999999999985e-10,0.1960721345562735
7.265732609472323e-10,0.2790424873727387
7.27937803158959e-10,0.3216445470825887
7.291085712059587e-10,0.3346576354808536
7.299999999999985e-10,0.3323204128598872
7.312628329244938e-10,0.3181899359270843
7.32384632144419e-10,0.2989123102776863
7.336923160722087e-10,0.2712164028381608
7.343461580361036e-10,0.2556665842167535
7.349999999999985e-10,0.2391625548930111
7.363076839277884e-10,0.203654815739662
7.374205659861321e-10,0.1705747716664748
7.386945094061478e-10,0.1276184983945767
7.399999999999985e-10,0.07481789437354368
7.414602786920875e-10,0.0006658152373804072
7.432225837059704e-10,-0.1098282547818183
7.441112918529844e-10,-0.1685257762281792
7.449999999999985e-10,-0.2219520106016334
7.463919518253635e-10,-0.2890833922145541
7.474342456758106e-10,-0.3208898154188802
7.487558667704433e-10,-0.3354773845992209
7.499999999999984e-10,-0.3284441218501924
7.507604678912434e-10,-0.3169263752156963
7.520631753965888e-10,-0.2945878271489536
7.533032559500586e-10,-0.2687643916940479
7.541516279750285e-10,-0.2483985554040269
7.549999999999984e-10,-0.2259238922547774
7.564777792795435e-10,-0.183380912469823
7.577820121767943e-10,-0.1413435529275678
7.588910060883964e-10,-0.1003537811591101
7.599999999999984e-10,-0.05215684864316421
7.617626823968869e-10,0.04496556149166807
7.6336533463713e-10,0.1497806449431947
7.649999999999984e-10,0.2482575373800677
7.665793868430365e-10,0.3112909855418232
7.678495206889989e-10,0.3329552642993
7.689247603444986e-10,0.3331172960178771
7.699999999999984e-10,0.3221483036478799
7.712732922568249e-10,0.3017846892846212
7.729230736656568e-10,0.267797666596151
7.739615368328275e-10,0.2421853256314457
7.749999999999984e-10,0.2139736123841002
7.769566091870197e-10,0.1549125566445441
7.78346978768026e-10,0.1051595365101784
7.799999999999983e-10,0.02954970705535078
7.817213918624646e-10,-0.07292059206069657
7.836759556618268e-10,-0.1994875590467358
7.849999999999983e-10,-0.2713992346757126
7.865148260382211e-10,-0.3222173205006783
7.877538905853014e-10,-0.33694335115823
7.888769452926499e-10,-0.3317270576917333
7.899999999999983e-10,-0.3159634886362895
7.912000778955081e-10,-0.2936698335644942
7.928940586494119e-10,-0.2567390079689799
7.939470293247051e-10,-0.2299779333296982
7.949999999999983e-10,-0.2000378292600881
7.96759130227718e-10,-0.1441414106780617
7.980090646170701e-10,-0.09779741633469365
7.990045323085342e-10,-0.05426565184816794
7.999999999999983e-10,-0.002819263072662989
8.006900723660854e-10,0.03909102042879774
8.020453443316911e-10,0.1257964357987028
8.032524064719773e-10,0.2030340199608904
8.041262032359878e-10,0.2511044647730455
8.049999999999983e-10,0.2890031408129181
8.060808528355117e-10,0.3205473984374844
8.073149044300224e-10,0.3344843835442318
8.086574522150104e-10,0.3273844677108409
8.093287261075043e-10,0.3178565214857391
8.099999999999982e-10,0.3061638853392991
8.113425477849861e-10,0.2793420753027778
8.125512002206167e-10,0.2526277276057918
8.140078260700889e-10,0.2154583300251694
8.149999999999982e-10,0.1863852860157409
8.163698431722465e-10,0.1416432420137904
8.178502291124863e-10,0.08530555214944424
8.189251145562422e-10,0.03616358748690723
8.199999999999982e-10,-0.02317327597756154
8.216956272390831e-10,-0.1327184596667935
8.231428288443041e-10,-0.224736485659079
8.240714144221511e-10,-0.2718991358857894
8.249999999999982e-10,-0.3057741888268105
8.261423728656271e-10,-0.3307123662300244
8.275728754154073e-10,-0.3360060613354295
8.288971590519341e-10,-0.3203522369167625
8.299999999999982e-10,-0.2991864158642096
8.31653006931542e-10,-0.2635624277097477
