I_DAC_diff (A)_X,I_DAC_diff (A)_Y
5.282237712289385e-10,-0.006499195593285351
5.284824780337247e-10,-0.006504449173988092
5.288721136255287e-10,-0.006510332706496024
5.293433920073801e-10,-0.006515235056412466
5.296716960036897e-10,-0.006517103797131094
5.299999999999992e-10,-0.006518192051644897
5.300125000208334e-10,-0.006518221381092315
5.300375000625017e-10,-0.006518388955867155
5.300875001458383e-10,-0.006517122568516037
5.301875003125115e-10,-0.006521615050090314
5.303875006458579e-10,-0.006517863482843948
5.306584216844076e-10,-0.006523224222688941
5.310880490970024e-10,-0.006518932787065497
5.318749222807241e-10,-0.006522966898863934
5.328437813728413e-10,-0.006516916444792458
5.339218906864202e-10,-0.006519830494145618
5.349999999999992e-10,-0.006511883175842
5.363253131201726e-10,-0.006498216907817763
5.379913463343693e-10,-0.006464947936668792
5.389956731671842e-10,-0.006451600896945759
5.399999999999992e-10,-0.006429770271519978
5.42008653665629e-10,-0.006407075796923251
5.435076468784911e-10,-0.006382597106792745
5.449999999999992e-10,-0.006371373166137797
5.468180505856851e-10,-0.006366569036325085
5.486357664249562e-10,-0.006382497665446425
5.499999999999991e-10,-0.006386128964641191
5.508850874177902e-10,-0.006391527282138515
5.52063826806472e-10,-0.006396836123699458
5.532894534240719e-10,-0.00640155456186708
5.541447267120355e-10,-0.006405902605416852
5.549999999999991e-10,-0.006409762915277365
5.563519803328392e-10,-0.006410209141559774
5.579073770454383e-10,-0.006403270152311112
5.589536885227187e-10,-0.006396171138562209
5.599999999999991e-10,-0.006388400131483426
5.620926229545599e-10,-0.006381025724891893
5.635895514506734e-10,-0.006373562883777988
5.649999999999991e-10,-0.006367793206802691
5.667434385986146e-10,-0.006359812158266835
5.686201445225242e-10,-0.006367614929174646
5.699999999999991e-10,-0.006375316411846706
5.71529909018124e-10,-0.006392046225820492
5.728579078386685e-10,-0.006402589106567411
5.739289539193337e-10,-0.006411889998835929
5.74999999999999e-10,-0.006420438128716353
5.762268370720744e-10,-0.006415990559098599
5.777247780728027e-10,-0.00640323697307125
5.788623890364009e-10,-0.006391442673817466
5.79999999999999e-10,-0.006381648003878288
5.811899724495841e-10,-0.006380489675347907
5.824631354324619e-10,-0.006375103800396647
5.838314618506302e-10,-0.006366064326634347
5.84999999999999e-10,-0.006362194259995926
5.865922575276931e-10,-0.006364633856819924
5.886102764218448e-10,-0.006380175182425101
5.89999999999999e-10,-0.006387924039363631
5.914668141977068e-10,-0.006390306520914635
5.926879844587463e-10,-0.006393735994979768
5.938439922293726e-10,-0.006399701030795416
5.94999999999999e-10,-0.006402991271779609
5.961683992633528e-10,-0.006401932197566338
5.978977727399918e-10,-0.006392862444889741
5.991462442847823e-10,-0.006387782429381848
5.99999999999999e-10,-0.006386653716086953
6.015473552379844e-10,-0.00638095352332097
6.02700780341603e-10,-0.006371006559402785
6.03850390170801e-10,-0.006360052729203593
6.049999999999989e-10,-0.006356523635969259
6.066094481598096e-10,-0.006360258925258972
6.081348560923863e-10,-0.006369870753873132
6.090674280461925e-10,-0.006372725106807621
6.099999999999989e-10,-0.006373545292046529
6.110685370992089e-10,-0.006383046595767874
6.123135817293e-10,-0.006396737874249738
6.138613416712559e-10,-0.006411902707368126
6.149999999999989e-10,-0.0064169885633632
6.16515322742094e-10,-0.006408119412147821
6.179663726147971e-10,-0.006397464875337804
6.189831863073979e-10,-0.00639208084299463
6.199999999999989e-10,-0.006386964808516469
6.211860199158164e-10,-0.006374147970753948
6.226186687244859e-10,-0.00635677779198745
6.238093343622424e-10,-0.006348154778661743
6.249999999999989e-10,-0.006350470939618552
6.267909922455662e-10,-0.006373579359900358
6.282014877369974e-10,-0.0063884771424489
6.291007438684981e-10,-0.006394540580236596
6.299999999999989e-10,-0.006400722861030717
6.311044705620748e-10,-0.006398303505081448
6.325315499255445e-10,-0.006396926874554574
6.337230998869248e-10,-0.006391941603508259
6.349999999999988e-10,-0.006379863665132356
6.366518333622686e-10,-0.006382933405700847
6.380014998726966e-10,-0.006385448922539672
6.399999999999988e-10,-0.00638505245085625
6.414114908441477e-10,-0.006368900141174376
6.431267217467256e-10,-0.006353148823832117
6.440633608733621e-10,-0.006353124514634392
6.449999999999988e-10,-0.006359040869874594
6.465783122798731e-10,-0.006374482537022512
6.481616652146035e-10,-0.006383630927737261
6.490808326073012e-10,-0.006386291679521712
6.499999999999988e-10,-0.006388342453952801
6.512274435771242e-10,-0.006397467452640259
6.527054820526701e-10,-0.006407101166510775
6.539307614372614e-10,-0.00641084753161059
6.549999999999988e-10,-0.006408088860848446
6.566543619483503e-10,-0.006397925891721886
6.580267788509062e-10,-0.006388737976434227
6.599999999999988e-10,-0.006372599646297203
6.614009430516273e-10,-0.006355598403981224
6.633224453387e-10,-0.006341467494473613
6.649999999999987e-10,-0.006347777733336222
6.670809312640995e-10,-0.006376218673469001
6.685404656320491e-10,-0.006389517066772092
6.692702328160239e-10,-0.006393275969367346
6.699999999999987e-10,-0.006397977254113816
6.712324393251568e-10,-0.006405430151125525
6.724581084270003e-10,-0.006413542201870937
6.735953927706102e-10,-0.006415715718060088
6.742976963853044e-10,-0.006413235635542826
6.749999999999987e-10,-0.006408599721353764
6.760877524826967e-10,-0.006396384742220164
6.773751639593535e-10,-0.006385638878985228
6.786875819796761e-10,-0.006375741610323629
6.793437909898374e-10,-0.006369265168292826
6.799999999999987e-10,-0.00636069500012426
6.813124180203213e-10,-0.006349700745431213
6.824998697148426e-10,-0.00634584363061322
6.837499348574206e-10,-0.006352854686089262
6.849999999999987e-10,-0.006365796771166098
6.863043203043869e-10,-0.006376721308221943
6.878302143030233e-10,-0.006385416175096643
6.889785054236511e-10,-0.00639246952411069
6.899999999999987e-10,-0.006401139901437317
6.915162308826964e-10,-0.006403120935488348
6.926721825027638e-10,-0.006399678421532284
6.938360912513813e-10,-0.00639093678017774
6.949999999999986e-10,-0.006380900922104976
6.962933981256818e-10,-0.006380481722035473
6.981466990628402e-10,-0.006378164446304945
6.990733495314194e-10,-0.006374034631688747
6.999999999999986e-10,-0.006366623213794957
7.018405388723212e-10,-0.006357704159659923
7.033744508109759e-10,-0.006364411201847477
7.049999999999986e-10,-0.006379830150294578
7.065510279164544e-10,-0.00638734511381614
7.080439730310293e-10,-0.00639119871869456
7.090219865155139e-10,-0.006394784222924506
7.099999999999986e-10,-0.006400721393697281
7.114964114496769e-10,-0.00640792358609016
7.126394014516119e-10,-0.006407344524374118
7.138197007258052e-10,-0.006400814335524932
7.149999999999986e-10,-0.006392959380367047
7.163186114727223e-10,-0.00638452131437808
7.175590220008444e-10,-0.006376056731686525
7.188306634767214e-10,-0.00636240308464883
7.199999999999985e-10,-0.006346801813540669
7.218362315051133e-10,-0.006334313607367682
7.235162541032498e-10,-0.006342467923199674
7.249999999999985e-10,-0.006354943136992216
7.266296036930642e-10,-0.006362671586559611
7.28014868743629e-10,-0.006367385080733685
7.290074343718138e-10,-0.006373815621803372
7.299999999999985e-10,-0.006381628094879685
7.312177152272169e-10,-0.006394305086580942
7.323710772575822e-10,-0.00639810887970006
7.336855386287903e-10,-0.006396167303040217
7.343427693143944e-10,-0.006393874707235238
7.349999999999985e-10,-0.006393091490087669
7.363144613712068e-10,-0.006388256250959789
7.374444611485159e-10,-0.006381738848614846
7.387468077601064e-10,-0.006367128882621618
7.399999999999985e-10,-0.0063530855529365
7.4149695327685e-10,-0.006347638049798741
7.432582287313722e-10,-0.006360452965046561
7.441291143656853e-10,-0.006368753561892548
7.449999999999985e-10,-0.006376165984472002
7.46382031414307e-10,-0.006384572831167272
7.474373420851104e-10,-0.006392780050586176
7.487802718711515e-10,-0.006404454038413418
7.499999999999984e-10,-0.006414125036616782
7.507635861556512e-10,-0.006415428068057526
7.520898720925073e-10,-0.006411099849145693
7.533357617311767e-10,-0.006404933681320207
7.541678808655876e-10,-0.006399972282275844
7.549999999999984e-10,-0.006396830696530279
7.564936661204139e-10,-0.0063950240441658
7.578214382479381e-10,-0.006388054106630769
7.589107191239683e-10,-0.00637905968930655
7.599999999999984e-10,-0.006375027299514256
7.617705951475745e-10,-0.006365677866564199
7.63377160170601e-10,-0.006368601625922929
7.649999999999984e-10,-0.006369893253607931
7.665865178064514e-10,-0.006375864334283153
7.678634990839273e-10,-0.00638186610465961
7.689317495419629e-10,-0.00638944428952369
7.699999999999984e-10,-0.00639426390347613
7.712694690875786e-10,-0.006398870894045542
7.729088077762003e-10,-0.006394954563872622
7.739544038880994e-10,-0.006391517947529403
7.749999999999984e-10,-0.006387214208916249
7.76371717564487e-10,-0.006382353672867169
7.77713300384015e-10,-0.006370921124855631
7.788566501920067e-10,-0.006360588023930795
7.799999999999983e-10,-0.006353203754109846
7.817423800999799e-10,-0.006351719361041877
7.835332392585593e-10,-0.006361509685671969
7.849999999999983e-10,-0.006370424359346278
7.864828928246492e-10,-0.006378469722046474
7.877420427933668e-10,-0.006386456478986725
7.888710213966826e-10,-0.006392871366480901
7.899999999999983e-10,-0.006397915089055984
7.912647638062806e-10,-0.006397537762512862
7.929792127971312e-10,-0.006392770108022605
7.939896063985648e-10,-0.006388771055965861
7.949999999999983e-10,-0.006387504209984431
7.966008999747648e-10,-0.006372586587657164
7.978911270159184e-10,-0.006358706305170882
7.989455635079583e-10,-0.006346741824314215
7.999999999999983e-10,-0.006343272826759388
8.006989392207479e-10,-0.006348146491472591
8.020869980797876e-10,-0.00636673949707355
8.033294013905673e-10,-0.006382443087538616
