Trace
Swept SA
A.12.13,N9010A
513 B25 DP2 RTL ,01
Segment,0
Number of Points,1001
Sweep Time,0.11
Start Frequency,9500000
Stop Frequency,10500000
Average Count,0
Average Type,LogPower(Video)
RBW,9100
RBW Filter,Gaussian
RBW Filter BW,3dB
VBW,9100
Sweep Type,Swept
X Axis Scale,Lin
PreAmp State,Off
PreAmp Band,Low
Trigger Source,Ext1
Trigger Level,1
Trigger Slope,Positive
Trigger Delay,0
Phase Noise Optimization,Narrow
Swept If Gain,Low
FFT If Gain,Autorange
RF Coupling,AC
FFT Width,411900
Ext Ref,10000000
Input,RF
RF Calibrator,Off
Attenuation,10
Ref Level Offset,0
External Gain,0
Trace Type,Average
Detector,Sample
Trace Math,Off
Trace Math Oper1,Trace5
Trace Math Oper2,Trace6
Trace Math Offset,0
Trace Name,Trace1
X Axis Units,Hz
Y Axis Units,dBm
DATA
9500000,-66.8035557158791
9501000,-66.7020619008743
9502000,-67.7573242981687
9503000,-68.6763167293461
9504000,-70.4782025820762
9505000,-68.7667912959219
9506000,-69.4979718159518
9507000,-67.5614327064971
9508000,-67.0558113567868
9509000,-66.1415156651922
9510000,-65.8789872089028
9511000,-69.344500319363
9512000,-68.1930187597734
9513000,-69.2830808337094
9514000,-67.1436331580876
9515000,-67.6433678307834
9516000,-67.1870733811659
9517000,-68.4351845920985
9518000,-66.4219244831093
9519000,-67.0582487947971
9520000,-65.9917001338374
9521000,-66.0828489498342
9522000,-66.2273931506027
9523000,-65.7881307417611
9524000,-63.9778978143072
9525000,-65.2120522659778
9526000,-63.3602092813924
9527000,-62.8524785251779
9528000,-64.9291755570576
9529000,-65.7133631047273
9530000,-63.7155331542506
9531000,-68.1355138342397
9532000,-65.3277979895018
9533000,-66.6854079433926
9534000,-66.7114194122195
9535000,-67.8707093830567
9536000,-65.8143360191563
9537000,-66.1811994096748
9538000,-64.619873330676
9539000,-67.1662793906701
9540000,-67.6481112194931
9541000,-70.1471210229833
9542000,-67.0494269386837
9543000,-63.7558634293195
9544000,-65.8422721840502
9545000,-67.9298884304212
9546000,-64.7366616646424
9547000,-66.1540987746087
9548000,-67.8156148126219
9549000,-69.3465701596387
9550000,-65.3081735616918
9551000,-66.621083106607
9552000,-67.1654858655188
9553000,-67.5351671457808
9554000,-66.7668829509259
9555000,-64.673580709092
9556000,-67.1230431690558
9557000,-67.6054101479522
9558000,-65.2327858201835
9559000,-69.7731865116701
9560000,-65.4086499865424
9561000,-70.5900113848016
9562000,-71.0727702315448
9563000,-66.1501384514794
9564000,-65.9747601565475
9565000,-68.5119311984977
9566000,-68.8321938303904
9567000,-70.180875684308
9568000,-70.5209008852429
9569000,-71.2569117375305
9570000,-71.8594587590912
9571000,-74.1997316027908
9572000,-70.059858228071
9573000,-70.8672854957975
9574000,-72.5176504112805
9575000,-72.3985817224037
9576000,-70.2048505801867
9577000,-74.8977594662485
9578000,-70.7130985514404
9579000,-71.4021523223145
9580000,-70.1003268084842
9581000,-71.9260422811224
9582000,-71.2711023093235
9583000,-72.2262065815595
9584000,-72.6739313555368
9585000,-74.143853984094
9586000,-72.8966581943186
9587000,-74.9982226086664
9588000,-73.8266358327951
9589000,-73.9141243868332
9590000,-72.5674232192373
9591000,-74.511925225943
9592000,-74.7953739318886
9593000,-72.4992570645164
9594000,-73.2402847143221
9595000,-69.5752900013544
9596000,-71.3677890784994
9597000,-67.982333074666
9598000,-69.098918366673
9599000,-68.8367776884964
9600000,-70.4258736865966
9601000,-70.223372206775
9602000,-71.1823665240961
9603000,-70.3394565934976
9604000,-70.9661972030452
9605000,-69.217603857956
9606000,-73.7788853421829
9607000,-71.9741222196989
9608000,-71.5552493998286
9609000,-69.5779130978655
9610000,-68.1461165197927
9611000,-67.6550505824984
9612000,-70.537552786489
9613000,-68.3807397684597
9614000,-65.8248788332106
9615000,-63.7037031149325
9616000,-64.1295344288648
9617000,-63.6505748936249
9618000,-62.8815041484004
9619000,-63.550519244233
9620000,-62.5558159395544
9621000,-63.3829674170905
9622000,-65.7542684659324
9623000,-63.7387523833428
9624000,-65.4288308681124
9625000,-63.4132024808912
9626000,-66.9135395089477
9627000,-66.5965738963765
9628000,-65.0545344397979
9629000,-67.0097554125842
9630000,-63.8342787646959
9631000,-68.2142893373565
9632000,-65.7206103844543
9633000,-68.6517639816087
9634000,-66.049230023193
9635000,-64.7740825897215
9636000,-67.5990265910522
9637000,-66.3995688729179
9638000,-66.9817113149515
9639000,-66.3724623903497
9640000,-65.7260728919115
9641000,-66.7568189551902
9642000,-65.0038168927031
9643000,-64.6160356775452
9644000,-63.4300591493162
9645000,-63.8351350382247
9646000,-61.5176116202101
9647000,-63.7966517714689
9648000,-63.7546346733445
9649000,-65.5889334846037
9650000,-64.8816861944309
9651000,-67.3552664552096
9652000,-65.4744569477174
9653000,-66.3230974626707
9654000,-67.9026260420568
9655000,-67.3967350409012
9656000,-69.2716965145067
9657000,-68.9710153907354
9658000,-68.2897188992983
9659000,-68.033698386904
9660000,-69.2009100714543
9661000,-66.637252494719
9662000,-71.5915697372836
9663000,-68.7736043826943
9664000,-70.5431771717172
9665000,-68.5790738052171
9666000,-69.729685530483
9667000,-70.1038987637038
9668000,-70.5451339355223
9669000,-66.2295440362568
9670000,-70.9323137342157
9671000,-64.2201562204078
9672000,-64.2332439249144
9673000,-64.6870274857694
9674000,-63.6169944979193
9675000,-65.1085414185932
9676000,-67.9548823160417
9677000,-67.3319213741797
9678000,-69.2578449844194
9679000,-71.4066126615368
9680000,-70.1968776361496
9681000,-72.4284588118815
9682000,-73.6687929156329
9683000,-76.7427555257578
9684000,-68.0952946453604
9685000,-71.2729667509813
9686000,-71.1687484508332
9687000,-65.8276036840629
9688000,-69.0565408125535
9689000,-65.1042192054083
9690000,-66.7422245548797
9691000,-66.2810575720354
